N;trait_mean;trait_var;age_MY;tsID;age_MY_min;age_MY_max
19;6.02107674039825;0.296342786932452;0,0059062043243498;938;NA;NA
16;5.96464928228975;0.310028202443432;0,0154342457749413;938;NA;NA
15;5.91573426746798;0.330316372104177;0,0186767670168599;938;NA;NA
9;5.47048527000777;0.427745948135198;0,0252443493789521;938;NA;NA
18;46.5383061537695;11.4660778891692;0;939;NA;NA
10;46.0990854418414;8.90965751062903;0,006488173339855;939;NA;NA
14;46.057553066917;8.80888258011678;0,0155110758179721;939;NA;NA
30;45.9355807134915;5.89749808246864;0,0191646327343882;939;NA;NA
55;46.0668863507312;5.82158536515805;0,0255083188451924;939;NA;NA
18;4.06394819301174;0.155149800042238;0;940;NA;NA
10;4.04948265396626;0.14210114949464;0,006488173339855;940;NA;NA
14;4.12611854094367;0.174350137318329;0,0155110758179721;940;NA;NA
30;4.08984064097828;0.210666398274176;0,0191646327343882;940;NA;NA
55;4.17584967264722;0.182299204323467;0,0255083188451924;940;NA;NA
18;4.65195251664665;0.19651212656799;0;941;NA;NA
10;4.62901844140036;0.24812170226643;0,006488173339855;941;NA;NA
14;4.56246642255069;0.485891344188126;0,0155110758179721;941;NA;NA
30;4.41295297165279;0.310393602986758;0,0191646327343882;941;NA;NA
55;4.30528201419616;0.297206407758389;0,0255083188451924;941;NA;NA
6;45.8968134343434;4.19300562914863;0;942;NA;NA
3;46.2839104691507;2.58787872619048;0,00621589617031991;942;NA;NA
5;47.3036791666667;2.38570967857143;0,0155568223008658;942;NA;NA
6;46.8699482070707;1.37873547943723;0,0191470143396465;942;NA;NA
2;45.556018989488;0.197081666666664;0,0254012624616871;942;NA;NA
6;2.57870336940837;0.0825457236652237;0;943;NA;NA
3;2.51940375622266;0.0456902261904762;0,00621589617031991;943;NA;NA
5;2.71149678571429;0.0933265277777778;0,0155568223008658;943;NA;NA
6;2.48157306998557;0.0235676684704185;0,0191470143396465;943;NA;NA
2;2.31144455747711;0.0612183333333333;0,0254012624616871;943;NA;NA
6;2.80674517676768;0.0917136973304473;0;944;NA;NA
3;2.81276914567305;0.0809819761904762;0,00621589617031991;944;NA;NA
5;2.71840265873016;0.0536166785714286;0,0155568223008658;944;NA;NA
6;2.90741887445887;0.0533768174603175;0,0191470143396465;944;NA;NA
2;2.52217700915565;0.00920333333333333;0,0254012624616871;944;NA;NA
9;37.8023851551227;2.47491009415584;0;945;NA;NA
2;37.9577613123552;1.87392796825397;0,0038934187003283;945;NA;NA
2;37.7728947368421;1.65544683333333;0,0150128730607231;945;NA;NA
7;37.2668050424575;3.07616916230991;0,0179888798255494;945;NA;NA
13;38.0125963883339;1.3518338548396;0,0245569146636974;945;NA;NA
9;2.50355647546898;0.0798804253246753;0;946;NA;NA
2;2.50574734723747;0.0457278690476191;0,0038934187003283;946;NA;NA
2;2.42768226120858;0.0214895;0,0150128730607231;946;NA;NA
7;2.46489343240093;0.0512063927461427;0,0179888798255494;946;NA;NA
13;2.31282636446886;0.0197223284770785;0,0245569146636974;946;NA;NA
9;2.56324063131313;0.0949923012265513;0;947;NA;NA
2;2.52966581290401;0.0664560396825397;0,0038934187003283;947;NA;NA
2;2.41130214424951;0.0361113333333333;0,0150128730607231;947;NA;NA
7;2.39095893745144;0.0642913191530692;0,0179888798255494;947;NA;NA
13;2.42607179015429;0.0851058361915862;0,0245569146636974;947;NA;NA
13;71.2930504827117;4.17704941580887;0;948;NA;NA
5;71.8480519190469;4.51261457792208;0,0061334655868769;948;NA;NA
39;72.8481408148266;4.88053639940026;0,014713655345176;948;NA;NA
32;71.639631669684;4.79660469076833;0,0181893825968698;948;NA;NA
23;73.4616268332502;4.40709007341375;0,0244406771388689;948;NA;NA
13;4.28769527815322;0.102919844781036;0;949;NA;NA
5;4.44754673076784;0.102266878787879;0,0061334655868769;949;NA;NA
39;4.68068364785361;0.0848617781118664;0,014713655345176;949;NA;NA
32;4.51476276715204;0.087742117466239;0,0181893825968698;949;NA;NA
23;4.64900374561327;0.0663865981481725;0,0244406771388689;949;NA;NA
13;3.5729634952221;0.141865217037048;0;950;NA;NA
5;3.74664416237029;0.135546918831169;0,0061334655868769;950;NA;NA
39;3.94759536345618;0.0867029540150433;0,014713655345176;950;NA;NA
32;3.82702558341246;0.105812211736812;0,0181893825968698;950;NA;NA
23;3.87784372988485;0.0955563905986431;0,0244406771388689;950;NA;NA
7;84.8475348614719;7.32218822717171;0;951;NA;NA
4;85.0083363552502;3.3131788334127;0,0068111714424914;951;NA;NA
5;84.7184639140304;3.22273627629981;0,0164383498882784;951;NA;NA
13;85.0059258566912;6.24043340813074;0,0201718156772648;951;NA;NA
25;85.548676957804;5.72335290102693;0,0263284873812782;951;NA;NA
7;7.40720606782107;0.614080745310245;0;952;NA;NA
4;7.54460957629545;0.970199678571429;0,0068111714424914;952;NA;NA
5;7.41964535353535;0.256180266233766;0,0164383498882784;952;NA;NA
13;7.4582941689743;0.820705342370392;0,0201718156772648;952;NA;NA
25;7.37406943399015;0.3373523746342;0,0263284873812782;952;NA;NA
17;105.525674794754;9.52946095853647;0;953;NA;NA
13;106.273250420381;12.1646564921625;0,0066713675328946;953;NA;NA
19;105.968406214395;14.0304657974873;0,0161946767470224;953;NA;NA
28;105.893317746787;14.7810708865484;0,0198338689034002;953;NA;NA
3;105.908326183326;2.68625977380952;0,0256073620178994;953;NA;NA
17;8.58231255045846;0.549120606337242;0;954;NA;NA
13;8.7644541968416;0.515859699359185;0,0066713675328946;954;NA;NA
19;8.7746375147439;0.578817556270996;0,0161946767470224;954;NA;NA
28;8.6832055502578;0.687383725362338;0,0198338689034002;954;NA;NA
3;8.71507590924258;0.451806125;0,0256073620178994;954;NA;NA
19;76.1247888787056;23.154242666434;0;955;NA;NA
7;77.4761677642668;18.9215695381902;0,006979511310425;955;NA;NA
8;77.2622599239372;19.1588685480142;0,0165287368674684;955;NA;NA
25;77.4421281314227;17.9935027056465;0,0196884271036209;955;NA;NA
26;78.9736683875176;21.2987623950847;0,0262569361776275;955;NA;NA
19;4.39213537436404;0.384323600281002;0;956;NA;NA
7;4.46540199872023;0.287785033420828;0,006979511310425;956;NA;NA
8;4.30973622252747;0.364824011419136;0,0165287368674684;956;NA;NA
25;4.33851794381837;0.372471648253233;0,0196884271036209;956;NA;NA
26;4.37379998973584;0.439501649242011;0,0262569361776275;956;NA;NA
14;106.262443430871;9.45170044845754;0;957;NA;NA
10;107.106388788933;9.91662791686005;0,0065997706145729;957;NA;NA
15;107.284564811082;7.46805204733669;0,0160275172944721;957;NA;NA
21;106.079536125562;11.8172370132164;0,0196185350156096;957;NA;NA
0;108.3565;0.601466666666666;0,0222119532029913;957;NA;NA
14;11.0609058365413;1.00910671681311;0;958;NA;NA
10;11.180990621409;1.1511244785317;0,0065997706145729;958;NA;NA
15;11.2540725876905;0.818693972858798;0,0160275172944721;958;NA;NA
21;11.060775740443;1.21040335171073;0,0196185350156096;958;NA;NA
0;11.548125;0.100298333333333;0,0222119532029913;958;NA;NA
0;210.46146953405;1.32616666666667;0;959;NA;NA
33;210.659796304336;71.307749937436;0,0073328957137417;959;NA;NA
10;209.175469342177;66.6664553982782;0,0133005261084439;959;NA;NA
5;208.058257706149;63.6861341269841;0,0172497816810988;959;NA;NA
1;205.06132940406;11.29595;0,0223751288491737;959;NA;NA
54;202.030424800035;70.1258582946292;0,0242628064117229;959;NA;NA
18;206.387829736576;60.1489903495142;0,0267690050717636;959;NA;NA
119;206.252025745483;60.6784555461811;0,0284948510476182;959;NA;NA
6;206.647205962875;58.5131706640582;0,0303095345207746;959;NA;NA
0;50.6899641577061;0.0976666666666667;0;960;NA;NA
33;50.6012117139829;4.44751881400924;0,0073328957137417;960;NA;NA
10;50.1567330976213;4.95680688265982;0,0133005261084439;960;NA;NA
5;50.2960382293967;5.19803704906205;0,0172497816810988;960;NA;NA
1;50.0733791748527;0.904216666666667;0,0223751288491737;960;NA;NA
54;49.6483005172806;6.34195341180889;0,0242628064117229;960;NA;NA
18;50.6413137761535;5.70584789421091;0,0267690050717636;960;NA;NA
119;50.6756649127887;6.29395178116448;0,0284948510476182;960;NA;NA
6;50.7535730955195;6.06851313547564;0,0303095345207746;960;NA;NA
0;20.9086021505376;0.018;0;961;NA;NA
33;20.9385369776271;1.02847201357605;0,0073328957137417;961;NA;NA
10;20.7261176944787;0.940381306520277;0,0133005261084439;961;NA;NA
5;20.6107049047561;1.02726453823954;0,0172497816810988;961;NA;NA
1;20.5109037328094;0.153116666666667;0,0223751288491737;961;NA;NA
54;20.2401800535484;0.916326284805386;0,0242628064117229;961;NA;NA
18;20.5284071131361;1.19998060933328;0,0267690050717636;961;NA;NA
119;20.6060585675689;1.33834134395324;0,0284948510476182;961;NA;NA
6;20.666871647057;1.31911403873904;0,0303095345207746;961;NA;NA
0;18.6460573476703;0.0171666666666667;0;962;NA;NA
33;18.6553593845872;1.08417308019491;0,0073328957137417;962;NA;NA
10;18.4510539036127;1.01375374396845;0,0133005261084439;962;NA;NA
5;18.5634017672421;1.09431367243867;0,0172497816810988;962;NA;NA
1;18.2231499672561;0.16325;0,0223751288491737;962;NA;NA
54;17.9431546960374;1.295919422318;0,0242628064117229;962;NA;NA
18;18.7690158053089;1.30739510413198;0,0267690050717636;962;NA;NA
119;18.6271851201867;0.971233464914473;0,0284948510476182;962;NA;NA
6;18.5906487397595;0.861104627317127;0,0303095345207746;962;NA;NA
0;23.6057347670251;0.0666666666666667;0;963;NA;NA
33;23.7217633208983;3.41106467215844;0,0073328957137417;963;NA;NA
10;23.5528987980973;2.19903899466547;0,0133005261084439;963;NA;NA
5;23.7990825133144;1.94660342712843;0,0172497816810988;963;NA;NA
1;23.632416502947;0.444133333333333;0,0223751288491737;963;NA;NA
54;23.5563877265602;2.25927623860623;0,0242628064117229;963;NA;NA
18;24.2116855090951;1.84784906505669;0,0267690050717636;963;NA;NA
119;23.9133331443532;2.22781745066829;0,0284948510476182;963;NA;NA
6;23.8790568900038;2.40220541680542;0,0303095345207746;963;NA;NA
0;47.2804659498208;0.0438333333333333;0;964;NA;NA
33;47.3134266811238;3.55074319934683;0,0073328957137417;964;NA;NA
10;47.2582373574954;2.32108528620073;0,0133005261084439;964;NA;NA
5;47.2026846201545;3.27746053391053;0,0172497816810988;964;NA;NA
1;46.6405042567125;0.78705;0,0223751288491737;964;NA;NA
54;46.2686730864883;5.23027433836872;0,0242628064117229;964;NA;NA
18;47.1266414302966;5.07048401284378;0,0267690050717636;964;NA;NA
119;46.7336638838075;5.03999663695458;0,0284948510476182;964;NA;NA
6;46.7058272653087;4.58640830974581;0,0303095345207746;964;NA;NA
0;34.1030465949821;0.0388333333333333;0;965;NA;NA
33;34.1687337562738;2.18675663634;0,0073328957137417;965;NA;NA
10;34.0582548647431;2.18585956216986;0,0133005261084439;965;NA;NA
5;34.0748673626686;2.95138463203463;0,0172497816810988;965;NA;NA
1;33.5943352979699;0.38355;0,0223751288491737;965;NA;NA
54;33.4030337413869;2.92900131660631;0,0242628064117229;965;NA;NA
18;34.0291039175913;4.67223321840271;0,0267690050717636;965;NA;NA
119;33.6093677305577;3.07428860490654;0,0284948510476182;965;NA;NA
6;33.5295802560833;2.39768372460872;0,0303095345207746;965;NA;NA
0;235.954545454545;0.63;0;966;NA;NA
22;235.656720066157;72.3952742704692;0,0074937250629523;966;NA;NA
6;232.921919969142;61.8250032384282;0,0134646708813515;966;NA;NA
4;230.116054494266;47.9592108585859;0,0178441795683646;966;NA;NA
1;226.963870967742;8.46086666666667;0,0227539969045292;966;NA;NA
53;224.522672558008;41.7215721210412;0,0244953794031955;966;NA;NA
18;228.472364473601;51.8822183945037;0,027000621164975;966;NA;NA
119;229.172118338119;70.313427627181;0,0287229896693329;966;NA;NA
6;229.542632676895;76.9563997863248;0,0305051778475875;966;NA;NA
0;48.2056277056277;0.108333333333333;0;967;NA;NA
22;47.976360476034;8.91811193191816;0,0074937250629523;967;NA;NA
6;47.069732450288;8.06109410866911;0,0134646708813515;967;NA;NA
4;47.5776648824049;7.03386637806638;0,0178441795683646;967;NA;NA
1;47.0810035842294;0.870333333333333;0,0227539969045292;967;NA;NA
53;46.4863550095372;5.33906850210722;0,0244953794031955;967;NA;NA
18;48.1023827413721;7.24823185440692;0,027000621164975;967;NA;NA
119;48.2557596777052;5.89452035210051;0,0287229896693329;967;NA;NA
6;48.3323087889353;5.53418797868798;0,0305051778475875;967;NA;NA
0;34.3354978354978;0.0253333333333333;0;968;NA;NA
22;34.301413318564;4.1307051091716;0,0074937250629523;968;NA;NA
6;34.1115312920868;4.69437726995227;0,0134646708813515;968;NA;NA
4;33.9988670379343;3.83760371572872;0,0178441795683646;968;NA;NA
1;33.4993189964158;0.35605;0,0227539969045292;968;NA;NA
53;33.2454531061652;2.76046536368372;0,0244953794031955;968;NA;NA
18;33.9289538965156;4.03126365162714;0,027000621164975;968;NA;NA
119;33.9371749933864;3.34688051819159;0,0287229896693329;968;NA;NA
6;33.9709104260309;3.07501613386613;0,0305051778475875;968;NA;NA
0;20.2867965367965;0.00983333333333333;0;969;NA;NA
22;20.2240258194934;1.04559590919834;0,0074937250629523;969;NA;NA
6;20.0758637008637;1.7561121961372;0,0134646708813515;969;NA;NA
4;19.8421065908834;1.55148037518038;0,0178441795683646;969;NA;NA
1;19.5689247311828;0.182783333333333;0,0227539969045292;969;NA;NA
53;19.3164600963437;1.05943414823563;0,0244953794031955;969;NA;NA
18;19.6301996620291;1.34593299340489;0,027000621164975;969;NA;NA
119;19.7826175349317;1.24078133367068;0,0287229896693329;969;NA;NA
6;19.8620439466825;1.19104518814519;0,0305051778475875;969;NA;NA
0;20.1580086580087;0.0143333333333333;0;970;NA;NA
22;20.0592445187086;1.09255174451699;0,0074937250629523;970;NA;NA
6;19.5696251696252;1.56618724053724;0,0134646708813515;970;NA;NA
4;19.4681005849966;1.27984130591631;0,0178441795683646;970;NA;NA
1;19.3133333333333;0.200033333333333;0,0227539969045292;970;NA;NA
53;19.07270693197;1.23573529657412;0,0244953794031955;970;NA;NA
18;19.5044801929018;1.25242235841204;0,027000621164975;970;NA;NA
119;19.6246148812535;1.10167208747174;0,0287229896693329;970;NA;NA
6;19.6832720993866;1.03832407592408;0,0305051778475875;970;NA;NA
0;61.9069264069264;0.0493333333333333;0;971;NA;NA
22;61.8583908176615;6.28924509238838;0,0074937250629523;971;NA;NA
6;60.6732524010302;8.83927864357864;0,0134646708813515;971;NA;NA
4;60.3814873285057;7.56176215728716;0,0178441795683646;971;NA;NA
1;59.3024372759857;7.09903333333333;0,0227539969045292;971;NA;NA
53;58.3877136417672;35.1310750272305;0,0244953794031955;971;NA;NA
18;60.2927700986285;8.75731289877549;0,027000621164975;971;NA;NA
119;60.7526979458368;8.42812531767334;0,0287229896693329;971;NA;NA
6;60.9378103740303;8.5628368048618;0,0305051778475875;971;NA;NA
0;29.2088744588745;0.0208333333333333;0;972;NA;NA
22;29.1777701506879;2.08441763507822;0,0074937250629523;972;NA;NA
6;28.7184747601414;2.23784263791764;0,0134646708813515;972;NA;NA
4;28.443839442922;1.90560331890332;0,0178441795683646;972;NA;NA
1;28.2368817204301;0.21705;0,0227539969045292;972;NA;NA
53;27.8934134771358;1.60776677145576;0,0244953794031955;972;NA;NA
18;28.2795478407822;1.96841295777708;0,027000621164975;972;NA;NA
119;28.4724651274506;1.81029711548764;0,0287229896693329;972;NA;NA
6;28.5634682335737;1.78928675491175;0,0305051778475875;972;NA;NA
0;37.2447033898305;0.0714166666666667;0;973;NA;NA
45;37.2430461199292;2.31992256727049;0,0076875582161042;973;NA;NA
31;37.5148068203407;2.59479557025384;0,0134889821774263;973;NA;NA
14;37.5220292661429;2.61151279989531;0,0168112515974715;973;NA;NA
1;37.127221279004;0.6155;0,0223414865195726;973;NA;NA
59;36.8300147636977;2.65552375236388;0,0243836749861878;973;NA;NA
19;37.3446658583201;2.75039907434278;0,0268911353852045;973;NA;NA
127;37.2782193276545;2.72987474192413;0,0286229795914796;973;NA;NA
6;37.2342995664532;2.74817005494505;0,0304281290623072;973;NA;NA
0;21.9046610169492;0.0386666666666667;0;974;NA;NA
45;21.9039990499287;1.142581194564;0,0076875582161042;974;NA;NA
31;22.2139123120628;1.37242422643123;0,0134889821774263;974;NA;NA
14;22.207792383825;1.32782309966337;0,0168112515974715;974;NA;NA
1;21.7978211658178;0.254516666666667;0,0223414865195726;974;NA;NA
59;21.6413032788332;1.09443145361364;0,0243836749861878;974;NA;NA
19;21.9675430745484;1.05647253975647;0,0268911353852045;974;NA;NA
127;21.7362335524041;1.04041078484085;0,0286229795914796;974;NA;NA
6;21.6713165097954;1.0093737956488;0,0304281290623072;974;NA;NA
0;20.6338276836158;0.0434166666666667;0;975;NA;NA
45;20.586330048464;1.29357167222987;0,0076875582161042;975;NA;NA
31;20.7694599280258;1.36274835491211;0,0134889821774263;975;NA;NA
14;20.8001821439942;1.34875477829852;0,0168112515974715;975;NA;NA
1;20.5525183927561;0.358066666666667;0,0223414865195726;975;NA;NA
59;20.2456166492898;1.27750082152587;0,0243836749861878;975;NA;NA
19;20.8061452890384;1.09081724690508;0,0268911353852045;975;NA;NA
127;20.871310238752;1.21064464936302;0,0286229795914796;975;NA;NA
6;20.8532646904635;1.24655359085359;0,0304281290623072;975;NA;NA
0;19.4544491525424;0.0374166666666667;0;976;NA;NA
45;19.4639117420598;1.32032134352007;0,0076875582161042;976;NA;NA
31;20.1946727737225;1.78190930534372;0,0134889821774263;976;NA;NA
14;20.1292914821025;1.83060637640844;0,0168112515974715;976;NA;NA
1;19.7441709111488;0.37305;0,0223414865195726;976;NA;NA
59;19.4491584451528;1.44203579600584;0,0243836749861878;976;NA;NA
19;19.5091694674771;1.47252385909888;0,0268911353852045;976;NA;NA
127;19.9887679384875;1.44966496050939;0,0286229795914796;976;NA;NA
6;20.1032268462238;1.32194874292374;0,0304281290623072;976;NA;NA
0;17.5125252525253;0.00976333333333334;0;977;NA;NA
3;17.6155321988655;1.32496833333333;0,0063983729259563;977;NA;NA
1;17.6170343137255;0.106781666666667;0,0122954167038027;977;NA;NA
0;17.6793103448276;0.00242;0,0164846741553466;977;NA;NA
0;17.2136363636364;0.00281;0,022154297979798;977;NA;NA
5;17.3122716666667;0.689846833333334;0,0235914567070707;977;NA;NA
0;17.752915451895;0.005895;0,0261338301822894;977;NA;NA
1;17.8006493506494;0.001265;0,0274259584621727;977;NA;NA
0;8.23414141414141;0.00140333333333334;0;978;NA;NA
3;8.2529029029029;0.103915;0,0063983729259563;978;NA;NA
1;8.26066176470588;0.010135;0,0122954167038027;978;NA;NA
0;7.95;0.00025;0,022154297979798;978;NA;NA
5;7.95335166666667;0.1848955;0,0235914567070707;978;NA;NA
0;8.45524781341108;0.002135;0,0261338301822894;978;NA;NA
1;8.49508348794063;4.49999999999997e-05;0,0274259584621727;978;NA;NA
0;85.2378947368421;8.00000000000023e-05;0;979;NA;NA
4;87.0602843782804;14.4830153809524;0,0071977859164445;979;NA;NA
1;92.4844202044025;21.3377411666667;0,0127804763271682;979;NA;NA
1;91.76418767507;7.8846875;0,0167337158337019;979;NA;NA
0;89.2409937888199;0.14449;0,0217448248338237;979;NA;NA
2;85.6814641900937;20.7845938333333;0,0239666289103784;979;NA;NA
2;89.7437090909091;19.051559;0,026204157549176;979;NA;NA
2;90.0178611111111;34.6941258333333;0,0275391426754386;979;NA;NA
0;9.42052631578947;0.000125;0;980;NA;NA
4;9.48040581162325;0.322205261904762;0,0071977859164445;980;NA;NA
1;10.4104225628931;0.893453833333333;0,0127804763271682;980;NA;NA
1;10.3314145658263;0.288074166666667;0,0167337158337019;980;NA;NA
0;9.49233954451346;0.00528333333333333;0,0217448248338237;980;NA;NA
2;9.4498360107095;0.353175333333334;0,0239666289103784;980;NA;NA
2;10.0572262626263;0.325204166666667;0,026204157549176;980;NA;NA
2;10.3955388888889;0.248972166666667;0,0275391426754386;980;NA;NA
0;87.9739436619718;0.229585;0;981;NA;NA
4;91.4638380332093;84.6634593452381;0,007377421739942;981;NA;NA
1;94.6660639968591;30.6625181666666;0,0129264875855052;981;NA;NA
1;93.6224707602339;8.12032249999999;0,0167892384482333;981;NA;NA
0;88.9055172413793;0.36084;0,0219099405050996;981;NA;NA
3;87.9699516666667;16.5892575;0,0239711689964789;981;NA;NA
1;92.4149054054054;11.8147103333333;0,0263753446834158;981;NA;NA
1;94.349251618123;10.639995;0,0276762465814304;981;NA;NA
0;8.27323943661972;0.0026;0;982;NA;NA
4;9.20899692241626;0.693578035714286;0,007377421739942;982;NA;NA
1;10.0426521397723;0.743804833333333;0,0129264875855052;982;NA;NA
1;9.89226608187134;0.1864625;0,0167892384482333;982;NA;NA
0;9.22206896551724;0.00405;0,0219099405050996;982;NA;NA
3;9.15206333333333;0.120854666666667;0,0239711689964789;982;NA;NA
1;9.6361509009009;0.140224833333333;0,0263753446834158;982;NA;NA
1;9.8491605987055;0.0672591666666666;0,0276762465814304;982;NA;NA
0;11.0575510204082;0.06919;0;983;NA;NA
5;10.9835792857143;1.70523802380952;0,0064981224965986;983;NA;NA
1;11.1437535250987;0.3222175;0,0123459693589788;983;NA;NA
0;11.6239130434783;0.0473466666666667;0,0171957946366953;983;NA;NA
1;12.171750764526;0.057025;0,0244429158085252;983;NA;NA
1;12.261875;0.223001666666667;0,0261588011030801;983;NA;NA
2;12.3845505617978;0.29447;0,0274406670583964;983;NA;NA
0;4.74081632653061;0.01241;0;984;NA;NA
5;4.73721333333333;0.371859666666667;0,0064981224965986;984;NA;NA
1;4.85322899041173;0.0847541666666667;0,0123459693589788;984;NA;NA
0;5.0637077294686;0.007925;0,0171957946366953;984;NA;NA
1;5.0605504587156;0.00341333333333334;0,0244429158085252;984;NA;NA
1;5.01287037037037;0.0129766666666667;0,0261588011030801;984;NA;NA
2;4.98211610486891;0.00751499999999999;0,0274406670583964;984;NA;NA
0;50.677752293578;0.0945916666666668;0;985;NA;NA
5;50.7497902777778;5.85883349603175;0,0069464881339558;985;NA;NA
2;49.3092742857143;3.7040795;0,0127801837946701;985;NA;NA
1;49.5446020874103;1.15975083333333;0,0166011433628371;985;NA;NA
0;51.2940476190476;0.035975;0,021669741699432;985;NA;NA
0;50.1102462620932;0.477091666666666;0,0243760633164694;985;NA;NA
1;49.7738762405137;1.15535833333333;0,0262023756540647;985;NA;NA
1;48.5341365461847;0.587876666666666;0,0275855585382157;985;NA;NA
0;4.27553516819572;0.000993333333333334;0;986;NA;NA
5;4.27461547619048;0.103153285714286;0,0069464881339558;986;NA;NA
2;4.06540571428571;0.0864446666666667;0,0127801837946701;986;NA;NA
1;4.07914220482714;0.0280025;0,0166011433628371;986;NA;NA
0;4.27777777777778;0.00138;0,021669741699432;986;NA;NA
0;4.12664907651715;0.0223366666666667;0,0243760633164694;986;NA;NA
1;4.05884413309983;0.0440766666666667;0,0262023756540647;986;NA;NA
1;3.80180722891566;0.0205816666666667;0,0275855585382157;986;NA;NA
0;70.8941176470588;0.036;0;987;NA;NA
5;71.1806314285714;8.74441619047618;0,0071251728287815;987;NA;NA
2;69.8821995464853;5.26716266666667;0,0126597731064648;987;NA;NA
1;70.3865235539654;1.67644;0,0164496967514644;987;NA;NA
0;71.765641025641;0.18934;0,0216967331259426;987;NA;NA
2;73.5163039117352;3.07668016666667;0,0236640170867996;987;NA;NA
1;71.7191042047532;1.54879666666667;0,0259344032848514;987;NA;NA
0;72.3481313131313;0.583288333333333;0,0276587090389186;987;NA;NA
2;73.8912013536379;19.4778533333333;0,0335851526886135;987;NA;NA
0;4.67058823529412;0.001;0;988;NA;NA
5;4.69744928571429;0.171210595238095;0,0071251728287815;988;NA;NA
2;4.4991477702192;0.105786833333333;0,0126597731064648;988;NA;NA
1;4.56454979129398;0.027635;0,0164496967514644;988;NA;NA
0;4.79307692307692;0.003035;0,0216967331259426;988;NA;NA
2;4.95404714142427;0.0481115;0,0236640170867996;988;NA;NA
1;4.75362583790372;0.0287566666666667;0,0259344032848514;988;NA;NA
0;4.83813131313131;0.012025;0,0276587090389186;988;NA;NA
2;5.0485448392555;0.454658333333333;0,0335851526886135;988;NA;NA
0;53.8148148148148;0.032;0;989;NA;NA
6;51.6833571428571;22.3346857142857;0,0067993613293651;989;NA;NA
1;51.9885620915033;3.2935;0,0125953513071896;989;NA;NA
1;54.0202930948833;3.32548333333333;0,0181396621129326;989;NA;NA
0;53.3298245614035;0.00333333333333333;0,0218190730994152;989;NA;NA
6;53.6144173881674;5.94956998556999;0,0242688435488817;989;NA;NA
8;54.3288627511377;8.86113987401487;0,0264180632648602;989;NA;NA
36;54.7406392300466;15.9665387254548;0,028073731547106;989;NA;NA
1;55.0310588092197;8.04837142857143;0,0299421957519917;989;NA;NA
0;66.0493827160494;0.05;0;990;NA;NA
6;63.2538761904762;39.1239857142857;0,0067993613293651;990;NA;NA
1;63.6130718954248;5.83166666666667;0,0125953513071896;990;NA;NA
1;65.5112021857924;4.09401666666667;0,0181396621129326;990;NA;NA
0;64.3;0.0205;0,0218190730994152;990;NA;NA
6;65.4530919191919;4.47832034632035;0,0242688435488817;990;NA;NA
8;65.9146638028638;7.97140521978022;0,0264180632648602;990;NA;NA
36;65.4895992487259;17.9468369685938;0,028073731547106;990;NA;NA
1;65.3734294228547;9.71845238095238;0,0299421957519917;990;NA;NA
0;37.4197530864198;0.018;0;991;NA;NA
6;35.6961071428571;9.90300238095238;0,0067993613293651;991;NA;NA
1;35.9124183006536;1.52533333333333;0,0125953513071896;991;NA;NA
1;37.0530551415797;1.32166666666667;0,0181396621129326;991;NA;NA
0;36.6228070175439;0.00783333333333333;0,0218190730994152;991;NA;NA
6;37.4303333333333;1.71085894660895;0,0242688435488817;991;NA;NA
8;37.2287528804529;3.24234523254523;0,0264180632648602;991;NA;NA
36;37.4123927500224;6.35719586781047;0,028073731547106;991;NA;NA
1;37.575445478319;3.43975952380952;0,0299421957519917;991;NA;NA
0;30.0864197530864;0.032;0;992;NA;NA
6;27.9766166666667;9.30901666666667;0,0067993613293651;992;NA;NA
1;28.2532679738562;1.53283333333333;0,0125953513071896;992;NA;NA
1;28.995827123696;1.7836;0,0181396621129326;992;NA;NA
0;28.1982456140351;0.0888333333333333;0,0218190730994152;992;NA;NA
6;28.0842395743146;4.16517536075036;0,0242688435488817;992;NA;NA
8;29.2091793192918;5.16562749333999;0,0264180632648602;992;NA;NA
36;29.3164890790959;11.8013838967539;0,028073731547106;992;NA;NA
1;29.4328802529952;6.58193571428571;0,0299421957519917;992;NA;NA
0;42.5061728395062;0.008;0;993;NA;NA
6;40.98415;8.71065;0,0067993613293651;993;NA;NA
1;41.1888888888889;1.32733333333333;0,0125953513071896;993;NA;NA
1;42.1159960258321;1.43786666666667;0,0181396621129326;993;NA;NA
0;41.3473684210526;0.01;0,0218190730994152;993;NA;NA
6;41.9891015873016;2.33999906204906;0,0242688435488817;993;NA;NA
8;42.3503839535465;3.6833216020091;0,0264180632648602;993;NA;NA
36;41.8566318110334;8.34433435988191;0,028073731547106;993;NA;NA
1;41.6987836769446;4.4010380952381;0,0299421957519917;993;NA;NA
0;30.037037037037;0.008;0;994;NA;NA
6;28.9887833333333;7.01991666666667;0,0067993613293651;994;NA;NA
1;29.121568627451;1.01233333333333;0,0125953513071896;994;NA;NA
1;30.4417536015897;2.19838333333333;0,0181396621129326;994;NA;NA
0;29.4280701754386;0.00333333333333333;0,0218190730994152;994;NA;NA
6;29.8552218975469;4.32094476911977;0,0242688435488817;994;NA;NA
8;30.7703346764347;6.41480946830947;0,0264180632648602;994;NA;NA
36;30.3626569048029;5.72473723349911;0,028073731547106;994;NA;NA
1;30.2075989782886;2.19921666666667;0,0299421957519917;994;NA;NA
0;27.8302380952381;0.0671383333333333;0;995;NA;NA
