order,family,genus,species,binomial,adult_body_mass_g,adult_head_body_len_mm,gestation_days,litter_size,litters_per_year,max_longevity_months,weaning_age_days,neonate_body_mass_g,sexual_maturity_age_days,diet_breadth,habitat_breadth,trophic_level,home_range_km2,pop_density_per_km2,geog_range_km2
Artiodactyla,Bovidae,Ammotragus,lervia,Ammotragus lervia,94202.22,1449.99,156.24,1.22,,252.0,121.66,4500.0,507.09,2,1,1,7.06,,1447450.84
Scandentia,Tupaiidae,Anathana,ellioti,Anathana ellioti,160.0,,,4.84,,,,,,,,,,,1373476.69
Rodentia,Cricetidae,Andalgalomys,olrogi,Andalgalomys olrogi,32.9,96.24,,,,,,,,,1,,,,592.92
Rodentia,Cricetidae,Andalgalomys,pearsoni,Andalgalomys pearsoni,25.4,101.64,,,,,,,,,1,,,,62301.94
Rodentia,Cricetidae,Andinomys,edax,Andinomys edax,69.75,,,2.91,,,,,,,1,,,,332581.78
Rodentia,Muridae,Anisomys,imitator,Anisomys imitator,510.5,263.83,,,,,,,,3,2,1,,,243507.61
Rodentia,Anomaluridae,Anomalurus,beecrofti,Anomalurus beecrofti,479.07,,,0.98,,,,,,,1,,,,4958782.98
Rodentia,Anomaluridae,Anomalurus,derbianus,Anomalurus derbianus,665.84,356.94,,1.0,2.0,,,,,1,1,1,0.04,50.43,7480085.38
Rodentia,Anomaluridae,Anomalurus,pelii,Anomalurus pelii,1769.99,,,2.5,2.0,,,,,,,,,,340631.0
Rodentia,Anomaluridae,Anomalurus,pusillus,Anomalurus pusillus,250.0,196.56,,,,,,,,,1,,,6.22,1979711.36
Rodentia,Cricetidae,Anotomys,leander,Anotomys leander,66.39,,,0.97,,,,,,,1,,,,29663.44
Chiroptera,Phyllostomidae,Anoura,caudifer,Anoura caudifer,10.81,58.32,107.97,0.99,,,,2.14,,3,1,2,,,8755498.43
Chiroptera,Phyllostomidae,Anoura,cultrata,Anoura cultrata,17.39,,,1.22,,,,3.65,,3,1,2,,,1873138.72
Chiroptera,Phyllostomidae,Anoura,geoffroyi,Anoura geoffroyi,15.15,,125.14,0.99,1.0,120.0,62.5,4.99,,3,1,2,,,8631465.89
Chiroptera,Phyllostomidae,Anoura,latidens,Anoura latidens,15.06,,,,,,,,,3,1,2,,,450082.95
Soricomorpha,Soricidae,Anourosorex,squamipes,Anourosorex squamipes,20.0,94.76,,2.82,,,,,,,2,,,190.0,1216617.62
Dasyuromorphia,Dasyuridae,Antechinomys,laniger,Antechinomys laniger,25.57,,11.74,5.99,1.5,39.6,91.24,,393.87,,1,,,,2523957.06
Dasyuromorphia,Dasyuridae,Antechinus,agilis,Antechinus agilis,22.13,,27.0,10.0,,,89.99,,374.16,,,,,711.0,155967.12
Dasyuromorphia,Dasyuridae,Antechinus,bellus,Antechinus bellus,38.73,114.62,30.0,10.08,1.0,27.6,95.0,,396.83,,1,,,160.0,118056.85
Dasyuromorphia,Dasyuridae,Antechinus,flavipes,Antechinus flavipes,44.33,,28.0,8.54,1.0,42.0,89.74,,334.58,,1,,,688.83,953346.0
Dasyuromorphia,Dasyuridae,Antechinus,godmani,Antechinus godmani,75.74,,,4.58,1.0,,111.68,,374.16,,1,,,5.3,3443.22
Dasyuromorphia,Dasyuridae,Antechinus,leo,Antechinus leo,70.09,,30.99,8.19,1.0,24.0,76.78,,396.83,,1,,,162.0,5555.28
Dasyuromorphia,Dasyuridae,Antechinus,minimus,Antechinus minimus,52.56,,29.27,7.19,1.0,24.0,99.1,0.03,361.77,,1,,,1400.0,109624.69
Dasyuromorphia,Dasyuridae,Antechinus,stuartii,Antechinus stuartii,29.01,,28.15,6.89,1.0,36.0,89.74,0.01,329.99,3,2,2,0.008782702,328.78,173022.67
Dasyuromorphia,Dasyuridae,Antechinus,swainsonii,Antechinus swainsonii,58.69,,29.69,8.24,1.0,24.0,105.66,,319.37,2,2,2,,974.49,319669.55
Artiodactyla,Bovidae,Antidorcas,marsupialis,Antidorcas marsupialis,33571.24,1055.0,169.49,1.0,,240.0,57.45,3841.48,331.73,2,1,1,,10.69,1066805.09
Artiodactyla,Antilocapridae,Antilocapra,americana,Antilocapra americana,47450.01,1310.0,247.99,1.93,1.0,144.0,87.54,3454.7,534.68,2,1,1,8.05,0.82,2009745.94
Artiodactyla,Bovidae,Antilope,cervicapra,Antilope cervicapra,36301.1,1250.0,166.59,1.22,2.0,243.0,59.5,3386.14,700.04,5,1,1,0.62,4.25,1248646.6
Chiroptera,Vespertilionidae,Antrozous,pallidus,Antrozous pallidus,22.24,,59.01,1.78,,109.2,61.1,3.09,,2,1,3,,,4228781.56
Carnivora,Mustelidae,Aonyx,capensis,Aonyx capensis,19322.22,815.2,62.99,2.62,,132.0,,,371.23,6,2,2,99.74,0.35,14162350.57
Carnivora,Mustelidae,Aonyx,cinerea,Aonyx cinerea,3527.59,516.47,63.31,1.47,,121.0,79.54,56.01,,2,2,3,,,3673360.97
Primates,Aotidae,Aotus,azarae,Aotus azarae,929.57,,,1.0,,,229.69,,,2,1,2,,15.94,663508.32
Primates,Aotidae,Aotus,hershkovitzi,Aotus hershkovitzi,800.0,,,,,,,,,2,1,2,,,5811.51
Primates,Aotidae,Aotus,lemurinus,Aotus lemurinus,865.96,305.0,132.23,1.01,,216.0,74.57,97.47,755.15,4,1,2,,35.43,321845.55
Primates,Aotidae,Aotus,miconax,Aotus miconax,800.0,,,,,,,,,2,1,2,,,70306.69
Primates,Aotidae,Aotus,nancymaae,Aotus nancymaae,791.03,,,1.02,,,,,,2,1,2,,28.16,157985.99
Primates,Aotidae,Aotus,nigriceps,Aotus nigriceps,1057.0,357.99,,,,,,,,2,1,2,,38.0,1674555.55
Primates,Aotidae,Aotus,trivirgatus,Aotus trivirgatus,912.4,357.99,133.47,1.06,,303.6,76.21,96.49,736.6,3,1,2,0.02,24.37,590942.02
Primates,Aotidae,Aotus,vociferans,Aotus vociferans,872.99,,,1.02,,,,,,2,1,1,,23.51,1226115.0
Rodentia,Aplodontiidae,Aplodontia,rufa,Aplodontia rufa,806.21,306.95,30.0,2.46,1.0,120.0,58.4,23.12,827.69,2,1,1,0.001352133,778.39,245595.72
Rodentia,Muridae,Apodemus,agrarius,Apodemus agrarius,21.11,,19.89,5.64,3.5,48.0,,1.8,76.04,,,,,1098.35,11086859.77
Rodentia,Muridae,Apodemus,flavicollis,Apodemus flavicollis,31.6,103.12,24.5,4.94,3.0,48.0,,2.3,43.27,,,,0.001253831,1770.0,5559055.33
Rodentia,Muridae,Apodemus,mystacinus,Apodemus mystacinus,43.84,,23.0,3.88,2.0,,,3.0,,,,,,,801977.78
Rodentia,Muridae,Apodemus,semotus,Apodemus semotus,25.77,91.25,,3.56,,,,,,,,,,,36065.98
Rodentia,Muridae,Apodemus,speciosus,Apodemus speciosus,43.75,,,4.47,,,,,,,,,,,361275.18
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus sylvaticus,21.9,87.51,23.68,5.16,3.75,52.8,19.36,1.5,57.93,4,2,2,0.007114139,780.0,5043250.55
Rodentia,Muridae,Apodemus,uralensis,Apodemus uralensis,18.26,,,5.72,,,,,,,,,,,7273479.78
Rodentia,Muridae,Apodemus,witherbyi,Apodemus witherbyi,20.66,,,,,,,,,,,,,,1430457.53
Rodentia,Muridae,Apomys,abrae,Apomys abrae,34.88,109.5,,,,,,,,,2,,,,39988.41
Rodentia,Muridae,Apomys,datae,Apomys datae,34.88,109.5,,,,,,,,,2,,,,11324.99
Rodentia,Muridae,Apomys,hylocetes,Apomys hylocetes,34.88,109.5,,,,,,,,,2,,,,17394.58
Rodentia,Muridae,Apomys,insignis,Apomys insignis,34.88,109.5,,,,,,,,,2,,,,95605.19
Rodentia,Muridae,Apomys,littoralis,Apomys littoralis,30.95,109.5,,,,,,,,,2,,,,106985.31
Rodentia,Muridae,Apomys,microdon,Apomys microdon,34.98,109.5,,,,,,,,4,2,2,,,26990.03
Rodentia,Muridae,Apomys,musculus,Apomys musculus,21.2,109.5,,,,,,,,4,2,2,0.002683942,1124.83,115585.39
Rodentia,Muridae,Apomys,sacobianus,Apomys sacobianus,34.88,109.5,,,,,,,,,2,,,,341.33
Chiroptera,Pteropodidae,Aproteles,bulmerae,Aproteles bulmerae,623.91,245.47,,1.0,1.0,,,,,2,1,1,,,66662.67
Rodentia,Cricetidae,Arborimus,albipes,Arborimus albipes,23.0,103.72,,2.73,,,,,,3,2,1,,,77783.68
Rodentia,Cricetidae,Arborimus,longicaudus,Arborimus longicaudus,22.39,103.72,28.11,2.91,,,30.49,2.49,,1,2,1,,,54116.11
Rodentia,Cricetidae,Arborimus,pomo,Arborimus pomo,32.49,99.06,32.33,2.0,,,35.29,2.39,,1,2,1,,,22031.98
Rodentia,Muridae,Archboldomys,luzonensis,Archboldomys luzonensis,35.34,70.0,,,,,,,,1,,3,,575.19,328.3
Carnivora,Viverridae,Arctictis,binturong,Arctictis binturong,12999.99,785.15,92.24,2.5,,272.4,117.57,317.35,1034.61,3,1,1,,,2913838.88
Primates,Lorisidae,Arctocebus,aureus,Arctocebus aureus,234.16,,,,,,,,,,,,,,878239.93
Primates,Lorisidae,Arctocebus,calabarensis,Arctocebus calabarensis,258.01,239.99,133.74,1.01,,156.0,109.26,31.82,298.91,3,,2,,6.2,185093.8
Carnivora,Otariidae,Arctocephalus,australis,Arctocephalus australis,67979.43,1647.58,246.38,1.0,,252.0,365.0,4449.71,1729.33,6,2,2,,,
Carnivora,Otariidae,Arctocephalus,forsteri,Arctocephalus forsteri,101249.99,1701.17,242.47,1.0,,180.0,323.72,3700.0,2668.42,6,2,2,,,
Carnivora,Otariidae,Arctocephalus,galapagoensis,Arctocephalus galapagoensis,39448.04,1352.21,215.94,1.0,,264.0,821.25,3499.99,1683.65,6,2,2,,,
Carnivora,Otariidae,Arctocephalus,gazella,Arctocephalus gazella,96599.99,1568.56,294.69,1.0,,276.0,116.28,5794.63,1691.66,1,2,3,,22.0,
Carnivora,Otariidae,Arctocephalus,philippii,Arctocephalus philippii,94999.99,1694.94,,1.0,,,,,,6,2,2,,,
Carnivora,Otariidae,Arctocephalus,pusillus,Arctocephalus pusillus,178500.0,1899.33,357.99,1.0,,252.0,356.3,5750.0,1698.17,1,2,3,,,
Carnivora,Otariidae,Arctocephalus,townsendi,Arctocephalus townsendi,101063.71,1704.41,,1.0,,288.0,328.13,,,1,2,3,,,
Carnivora,Otariidae,Arctocephalus,tropicalis,Arctocephalus tropicalis,92222.55,1620.16,241.69,1.4,,276.0,304.16,4347.41,1538.68,6,2,2,,,
Carnivora,Viverridae,Arctogalidia,trivirgata,Arctogalidia trivirgata,2323.79,526.9,45.95,2.79,,190.0,49.41,,841.82,6,1,2,,,2766097.4
Carnivora,Mustelidae,Arctonyx,collaris,Arctonyx collaris,8166.52,690.22,42.89,3.0,,167.0,165.64,58.0,,6,1,2,,,4519063.86
Chiroptera,Phyllostomidae,Ardops,nichollsi,Ardops nichollsi,19.23,,,0.99,2.0,,,2.52,,1,1,1,,,4493.21
Chiroptera,Vespertilionidae,Arielulus,circumdatus,Arielulus circumdatus,10.4,,,,,,,,,,1,,,,484035.06
Chiroptera,Phyllostomidae,Artibeus,amplus,Artibeus amplus,61.04,,,,,,,,,1,1,1,,,704691.93
Chiroptera,Phyllostomidae,Artibeus,aztecus,Artibeus aztecus,20.81,,,0.99,2.0,,,,,1,1,1,,,572771.69
Chiroptera,Phyllostomidae,Artibeus,cinereus,Artibeus cinereus,12.7,,,0.99,,,,,,1,1,1,,,1835095.13
Chiroptera,Phyllostomidae,Artibeus,concolor,Artibeus concolor,19.65,,,,,,,,,1,1,1,,,6473389.12
Chiroptera,Phyllostomidae,Artibeus,fimbriatus,Artibeus fimbriatus,63.89,,,,,,,,,1,1,1,,,1195211.14
Chiroptera,Phyllostomidae,Artibeus,glaucus,Artibeus glaucus,12.31,,,,,,,,,1,1,1,,,10710294.79
Chiroptera,Phyllostomidae,Artibeus,gnomus,Artibeus gnomus,10.06,,,,,,,,,,,,,,8185856.09
Chiroptera,Phyllostomidae,Artibeus,hirsutus,Artibeus hirsutus,40.42,,,0.98,,,,,,1,1,1,,,299330.97
Chiroptera,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,43.63,78.3,138.7,1.0,2.0,120.0,,10.57,333.22,4,1,2,,,14327574.52
Chiroptera,Phyllostomidae,Artibeus,lituratus,Artibeus lituratus,59.3,95.35,106.45,1.0,2.0,,,8.9,,1,1,1,,,14275189.62
Chiroptera,Phyllostomidae,Artibeus,obscurus,Artibeus obscurus,35.91,,,0.98,,,,,,1,1,1,,,11220757.02
Chiroptera,Phyllostomidae,Artibeus,phaeotis,Artibeus phaeotis,11.69,55.5,,0.99,2.0,,,2.52,,3,1,2,,,1156701.32
Chiroptera,Phyllostomidae,Artibeus,toltecus,Artibeus toltecus,15.47,,,0.99,2.0,,,,,1,1,1,,,1039041.68
Chiroptera,Phyllostomidae,Artibeus,watsoni,Artibeus watsoni,11.2,,,1.0,,,,,,,,,,,415964.09
Rodentia,Muridae,Arvicanthis,abyssinicus,Arvicanthis abyssinicus,73.34,,,,,,,,,,,,,10983.58,284170.39
Rodentia,Muridae,Arvicanthis,blicki,Arvicanthis blicki,128.0,,,,,,,,,,,,,,25420.47
Rodentia,Muridae,Arvicanthis,niloticus,Arvicanthis niloticus,95.8,,21.99,4.86,3.5,,21.0,4.25,51.89,,,,,7309.52,9758465.39
Rodentia,Cricetidae,Arvicola,amphibius,Arvicola amphibius,120.0,193.57,21.24,4.76,3.5,60.0,14.0,5.29,48.43,,,,,57067.85,18177352.0
Rodentia,Cricetidae,Arvicola,sapidus,Arvicola sapidus,219.99,,,3.21,,42.0,,,,,,,,,1001465.45
Chiroptera,Hipposideridae,Asellia,tridens,Asellia tridens,12.94,56.0,66.1,,,,,,,1,1,3,,,13554119.99
Chiroptera,Hipposideridae,Aselliscus,stoliczkanus,Aselliscus stoliczkanus,6.09,,,,,,,,,1,1,3,,,1399537.9
Chiroptera,Hipposideridae,Aselliscus,tricuspidatus,Aselliscus tricuspidatus,4.08,,,0.99,,,,,,1,1,3,,,300956.24
Erinaceomorpha,Erinaceidae,Atelerix,albiventris,Atelerix albiventris,293.44,159.29,35.99,3.98,1.0,,59.27,8.0,116.45,5,1,2,,,11091420.66
Primates,Tarsiidae,Tarsius,tarsier,Tarsius tarsier,168.04,120.21,181.69,1.0,,144.0,67.61,23.99,596.29,3,,2,0.02,200.0,170743.47
Cetacea,Ziphiidae,Tasmacetus,shepherdi,Tasmacetus shepherdi,2500000.0,,,,,,,,,1,1,3,,,
Rodentia,Muridae,Tatera,indica,Tatera indica,138.28,,25.25,4.99,3.75,84.0,29.77,3.0,84.35,4,,2,0.001368298,,4186319.43
Rodentia,Muridae,Taterillus,arenarius,Taterillus arenarius,47.0,,,,,,,,,,,,,,446587.97
Rodentia,Muridae,Taterillus,emini,Taterillus emini,52.0,,,3.76,,,,,,,,,,,1861661.04
Rodentia,Muridae,Taterillus,gracilis,Taterillus gracilis,49.9,,28.11,4.0,,,,,84.71,,,,,467.68,886034.69
Rodentia,Muridae,Taterillus,pygargus,Taterillus pygargus,60.19,,26.34,4.47,,,20.92,,80.19,1,,1,0.000415138,3000.0,135754.05
Artiodactyla,Bovidae,Taurotragus,derbianus,Taurotragus derbianus,646024.25,2522.02,,,,194.04,,,755.15,1,1,1,,0.74,937936.53
Artiodactyla,Bovidae,Taurotragus,oryx,Taurotragus oryx,562592.69,2656.78,271.0,1.0,,300.0,128.68,30889.05,672.49,3,1,1,195.15,1.64,5405307.84
Carnivora,Mustelidae,Taxidea,taxus,Taxidea taxus,7842.15,558.35,43.8,2.76,,312.0,41.99,93.49,365.0,1,1,3,3.44,1.94,8860573.16
Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,31798.71,1110.0,158.0,2.0,,252.0,13.64,1000.0,684.67,6,1,2,40.97,1.59,13839052.97
Afrosoricida,Tenrecidae,Tenrec,ecaudatus,Tenrec ecaudatus,887.59,327.5,60.24,16.89,1.0,75.6,21.87,24.24,206.92,3,1,2,,,248061.27
Artiodactyla,Bovidae,Tetracerus,quadricornis,Tetracerus quadricornis,19282.12,1000.0,207.31,1.65,,129.96,,1040.0,,5,,1,,,1865786.32
Rodentia,Muridae,Thallomys,nigricauda,Thallomys nigricauda,124.49,,,,,,,,,,,,,,1358553.77
Rodentia,Muridae,Thallomys,paedulcus,Thallomys paedulcus,77.7,,26.34,3.2,,42.0,29.49,2.65,91.83,,,,,34.0,3341504.12
Rodentia,Cricetidae,Thalpomys,cerradensis,Thalpomys cerradensis,23.99,,,,,,,,,,,,,,359016.48
Rodentia,Cricetidae,Thalpomys,lasiotis,Thalpomys lasiotis,23.99,,,,,,,,,,,,,,75615.35
Rodentia,Muridae,Thamnomys,kempi,Thamnomys kempi,75.0,,,,,,,,,,,,,,68852.98
Rodentia,Muridae,Thamnomys,venustus,Thamnomys venustus,61.88,,,1.33,,,,,,,,,,,99705.53
Rodentia,Cricetidae,Thaptomys,nigrita,Thaptomys nigrita,19.9,,,,,,,,,,1,,,,722887.31
Primates,Cercopithecidae,Theropithecus,gelada,Theropithecus gelada,15964.11,620.0,178.64,1.01,,336.0,494.95,464.92,1894.11,2,,1,1.16,51.42,153882.5
Rodentia,Cricetidae,Thomasomys,aureus,Thomasomys aureus,87.99,,,,,,,,,1,1,1,,,414682.33
Rodentia,Cricetidae,Thomasomys,baeops,Thomasomys baeops,77.0,,,,,,,,,,,,,,49972.03
Rodentia,Cricetidae,Thomasomys,bombycinus,Thomasomys bombycinus,114.5,,,,,,,,,,,,,,6928.01
Rodentia,Cricetidae,Thomasomys,cinereiventer,Thomasomys cinereiventer,77.0,,,,,,,,,,,,,,
Rodentia,Cricetidae,Thomasomys,cinereus,Thomasomys cinereus,77.0,,,,,,,,,,,,,,
Rodentia,Cricetidae,Thomasomys,daphne,Thomasomys daphne,77.0,,,,,,,,,,,,,,110024.36
Rodentia,Cricetidae,Thomasomys,eleusis,Thomasomys eleusis,77.0,,,,,,,,,,,,,,
Rodentia,Cricetidae,Thomasomys,gracilis,Thomasomys gracilis,77.0,,,,,,,,,,,,,,
Rodentia,Cricetidae,Thomasomys,hylophilus,Thomasomys hylophilus,77.0,,,,,,,,,,1,,,,34302.85
Rodentia,Cricetidae,Thomasomys,incanus,Thomasomys incanus,77.0,,,,,,,,,,,,,,57159.77
Rodentia,Cricetidae,Thomasomys,ischyrus,Thomasomys ischyrus,77.0,,,,,,,,,,,,,,44262.39
Rodentia,Cricetidae,Thomasomys,kalinowskii,Thomasomys kalinowskii,77.0,,,,,,,,,,,,,,40500.76
Rodentia,Cricetidae,Thomasomys,ladewi,Thomasomys ladewi,77.0,,,,,,,,,,,,,,3831.33
Rodentia,Cricetidae,Thomasomys,laniger,Thomasomys laniger,35.74,111.66,,,,,,,,,,,,,76001.8
Rodentia,Cricetidae,Thomasomys,monochromos,Thomasomys monochromos,77.0,,,,,,,,,,,,,,
Rodentia,Cricetidae,Thomasomys,niveipes,Thomasomys niveipes,54.09,120.63,,,,,,,,,,,,,8507.47
Rodentia,Cricetidae,Thomasomys,notatus,Thomasomys notatus,77.0,,,,,,,,,,,,,,25007.61
Rodentia,Cricetidae,Thomasomys,oreas,Thomasomys oreas,77.0,,,,,,,,,,,,,,4357.67
Rodentia,Cricetidae,Thomasomys,paramorum,Thomasomys paramorum,77.0,,,,,,,,,,,,,,28336.34
Rodentia,Cricetidae,Thomasomys,pyrrhonotus,Thomasomys pyrrhonotus,77.0,,,,,,,,,,,,,,22177.36
Rodentia,Cricetidae,Thomasomys,rhoadsi,Thomasomys rhoadsi,77.0,,,,,,,,,,,,,,29270.61
Rodentia,Cricetidae,Thomasomys,rosalinda,Thomasomys rosalinda,77.0,,,,,,,,,,,,,,18091.25
Rodentia,Cricetidae,Thomasomys,silvestris,Thomasomys silvestris,77.0,106.3,,,,,,,,,,,,,58234.91
Rodentia,Cricetidae,Thomasomys,taczanowskii,Thomasomys taczanowskii,77.0,,,,,,,,,,,,,,19972.08
Rodentia,Cricetidae,Thomasomys,vestitus,Thomasomys vestitus,76.5,,,,,,,,,,,,,,72313.5
Rodentia,Geomyidae,Thomomys,bottae,Thomomys bottae,122.7,156.56,23.87,4.61,2.0,54.0,35.73,3.2,201.38,4,2,1,9.89232e-05,5250.0,1976663.3
Rodentia,Geomyidae,Thomomys,bulbivorus,Thomomys bulbivorus,359.9,199.44,,4.99,1.0,,41.45,6.12,,3,2,1,,,6147.08
Rodentia,Geomyidae,Thomomys,mazama,Thomomys mazama,93.07,144.99,,3.79,,,,,,3,2,1,9.05052e-05,3578.84,80946.15
Rodentia,Geomyidae,Thomomys,monticola,Thomomys monticola,80.99,,,3.49,1.0,60.0,,,393.5,3,2,1,5.73596e-05,2814.0,52761.97
Rodentia,Geomyidae,Thomomys,talpoides,Thomomys talpoides,104.64,152.04,19.0,4.86,1.0,45.0,33.12,3.15,231.94,3,2,1,,2196.71,2619475.72
Rodentia,Geomyidae,Thomomys,townsendii,Thomomys townsendii,263.35,183.92,,6.15,2.0,,,,,3,2,1,,,121622.14
Rodentia,Geomyidae,Thomomys,umbrinus,Thomomys umbrinus,125.56,,,2.2,,,,,,3,2,1,,,471470.91
Chiroptera,Pteropodidae,Thoopterus,nigrescens,Thoopterus nigrescens,66.12,104.48,,0.98,,,,,,,1,,,,87948.88
Rodentia,Echimyidae,Thrichomys,apereoides,Thrichomys apereoides,297.53,,96.44,3.2,,,34.16,21.09,126.3,,,,,,
Rodentia,Thryonomyidae,Thryonomys,gregorianus,Thryonomys gregorianus,2707.14,,91.24,2.91,2.0,,,,,,1,,,,7278562.16
Rodentia,Thryonomyidae,Thryonomys,swinderianus,Thryonomys swinderianus,3750.85,,125.76,3.88,2.0,51.6,25.17,118.89,175.38,2,1,1,,,13000746.74
Dasyuromorphia,Thylacinidae,Thylacinus,cynocephalus,Thylacinus cynocephalus,29999.99,,,3.0,,156.0,,,,,,,,,
Didelphimorphia,Didelphidae,Thylamys,elegans,Thylamys elegans,28.9,120.71,,10.6,2.0,,,,,3,3,2,0.000705614,703.01,
Didelphimorphia,Didelphidae,Thylamys,macrurus,Thylamys macrurus,34.43,127.27,,,,,,,,,,,,,223583.71
Didelphimorphia,Didelphidae,Thylamys,pallidior,Thylamys pallidior,15.34,85.87,,,,,,,,,2,,,,341665.68
Didelphimorphia,Didelphidae,Thylamys,pusillus,Thylamys pusillus,28.21,94.3,,,,,,,,,,,,,
Didelphimorphia,Didelphidae,Thylamys,velutinus,Thylamys velutinus,20.69,49.99,,,,,,,,2,,3,0.02,54.99,639611.93
Diprotodontia,Macropodidae,Thylogale,billardierii,Thylogale billardierii,5865.86,,30.73,1.0,1.0,120.0,289.17,0.4,418.85,,1,,,250.0,66496.92
Diprotodontia,Macropodidae,Thylogale,browni,Thylogale browni,5478.0,550.88,,1.02,,,,,,,1,,,,194749.1
Diprotodontia,Macropodidae,Thylogale,stigmatica,Thylogale stigmatica,4511.47,565.12,29.0,1.0,,,250.0,,386.63,3,1,1,0.02,313.68,223751.05
Diprotodontia,Macropodidae,Thylogale,thetis,Thylogale thetis,5399.95,,,1.0,,108.0,209.4,,627.19,,1,,0.1,359.99,156196.97
Chiroptera,Thyropteridae,Thyroptera,discifera,Thyroptera discifera,3.13,,,,,,,,,,1,,,,6234471.86
Chiroptera,Thyropteridae,Thyroptera,tricolor,Thyroptera tricolor,4.52,,154.24,0.98,2.0,,,1.09,,1,1,3,,,9815698.72
Didelphimorphia,Didelphidae,Tlacuatzin,canescens,Tlacuatzin canescens,47.73,,,8.49,,,,,,,2,,,305.11,476499.55
Rodentia,Muridae,Tokudaia,osimensis,Tokudaia osimensis,84.65,,,,,,,,,,,,,,710.54
Cingulata,Dasypodidae,Tolypeutes,matacus,Tolypeutes matacus,1303.47,,125.14,1.0,,,71.79,113.0,330.37,3,2,2,,7.0,1839317.09
Cingulata,Dasypodidae,Tolypeutes,tricinctus,Tolypeutes tricinctus,1465.72,300.0,,0.93,1.0,,,,,2,2,2,,,1893159.84
Chiroptera,Phyllostomidae,Tonatia,bidens,Tonatia bidens,27.7,,,0.98,,,,,,3,1,2,,,3493484.02
Chiroptera,Phyllostomidae,Trachops,cirrhosus,Trachops cirrhosus,36.9,,,0.98,,,,,,2,1,3,,,12679671.21
Primates,Cercopithecidae,Trachypithecus,auratus,Trachypithecus auratus,9719.6,,,,,,,,,,,,0.03,41.99,136882.26
Primates,Cercopithecidae,Trachypithecus,cristatus,Trachypithecus cristatus,7176.81,,,1.01,,373.2,362.93,,,,,,0.12,36.63,827350.53
Primates,Cercopithecidae,Trachypithecus,francoisi,Trachypithecus francoisi,8139.93,599.99,,,,,391.76,454.56,,1,,1,,,313031.71
Primates,Cercopithecidae,Trachypithecus,geei,Trachypithecus geei,8356.0,605.0,,1.02,,,,,,,,,2.22,2.6,10913.89
Primates,Cercopithecidae,Trachypithecus,johnii,Trachypithecus johnii,10595.08,553.17,,1.02,,,,,,1,,1,0.08,71.0,15101.08
Primates,Cercopithecidae,Trachypithecus,obscurus,Trachypithecus obscurus,7247.88,549.99,146.63,1.01,,300.0,362.93,339.18,,1,,1,0.18,57.0,209688.4
Primates,Cercopithecidae,Trachypithecus,phayrei,Trachypithecus phayrei,7681.72,,180.61,1.0,,,305.87,,,,,,0.17,0.6,1313008.67
Primates,Cercopithecidae,Trachypithecus,pileatus,Trachypithecus pileatus,11219.93,575.0,,,,,,,,,,,0.22,81.49,453900.78
Primates,Cercopithecidae,Trachypithecus,vetulus,Trachypithecus vetulus,7205.08,584.99,204.72,1.01,,276.0,245.78,359.99,1113.7,2,,1,0.02,144.65,52878.45
Artiodactyla,Bovidae,Tragelaphus,angasii,Tragelaphus angasii,87616.76,1935.86,219.99,1.0,,192.0,212.91,5541.58,645.51,4,1,1,1.63,126.94,274074.58
Artiodactyla,Bovidae,Tragelaphus,buxtoni,Tragelaphus buxtoni,215000.75,2249.44,,1.0,,132.0,,,755.15,1,1,1,,80.5,41913.3
Artiodactyla,Bovidae,Tragelaphus,eurycerus,Tragelaphus eurycerus,270998.37,2274.99,284.99,1.0,,233.0,,19944.92,887.46,4,1,1,,0.4,2564432.61
Artiodactyla,Bovidae,Tragelaphus,imberbis,Tragelaphus imberbis,94320.39,1675.0,222.0,1.0,,227.0,,5891.21,666.44,3,1,1,,0.35,1907499.42
Rodentia,Echimyidae,Trinomys,dimidiatus,Trinomys dimidiatus,167.6,197.69,,2.0,,,,,,,,,,,63705.5
Rodentia,Echimyidae,Trinomys,iheringi,Trinomys iheringi,220.39,197.54,,0.97,,,,,,,,,0.01,362.78,
Rodentia,Echimyidae,Trinomys,myosuros,Trinomys myosuros,284.99,,,,,,,,,,,,,,
Rodentia,Echimyidae,Trinomys,setosus,Trinomys setosus,284.99,,,,,,,,,,,,,,86849.07
Chiroptera,Phyllostomidae,Trinycteris,nicefori,Trinycteris nicefori,8.25,,,1.0,,,,,,2,1,2,,,3834710.43
Rodentia,Cricetidae,Tscherskia,triton,Tscherskia triton,25.0,,,4.24,,,29.23,5.25,,,,,,,2200630.09
Scandentia,Tupaiidae,Tupaia,belangeri,Tupaia belangeri,200.0,,,,,120.0,,,,,,,,,2798268.56
Scandentia,Tupaiidae,Tupaia,dorsalis,Tupaia dorsalis,168.05,185.0,,,,,,,,4,,2,,,486839.84
Scandentia,Tupaiidae,Tupaia,glis,Tupaia glis,132.43,185.0,45.99,2.22,2.5,149.0,34.27,12.6,122.77,4,2,2,0.008142403,406.3,752165.74
Scandentia,Tupaiidae,Tupaia,gracilis,Tupaia gracilis,111.95,185.0,,,,,,,,4,,2,,,502657.27
Scandentia,Tupaiidae,Tupaia,longipes,Tupaia longipes,168.05,185.0,,1.5,,144.0,,,,5,2,2,,,714870.49
