population,generation,mean_fitness,sd_fitness,se_fitness,n
Ara - 5,13000,1.4566626784999999,0.09434825160077133,0.06671428849999994,2
Ara - 5,14000,1.4297970355,0.021876727690324477,0.015469182499999954,2
Ara - 5,15000,1.4996383245,0.08574693824638084,0.06063224150000002,2
Ara - 5,16000,1.3687312265,0.015745935120741978,0.01113405750000007,2
Ara - 5,17000,1.4302502295,0.01843047732922503,0.013032315499999947,2
Ara - 5,18000,1.5348859755,0.1636753352948921,0.11573593950000005,2
Ara - 5,19000,1.4606626244999998,0.031607050157964375,0.022349559499999946,2
Ara - 5,20000,1.5061118865,0.030505382035516497,0.0215705625,2
Ara - 5,22000,1.4328360685,0.033089570235400254,0.023397859500000062,2
Ara - 5,24000,1.4545971705,0.028503022508396585,0.020154680500000022,2
Ara - 5,26000,1.4744722590000001,0.13581708951913402,0.09603718500000002,2
Ara - 5,28000,1.563542967,0.012829876959710024,0.009072093000000003,2
Ara - 5,30000,1.5163504159999999,0.01128952403285468,0.007982899000000043,2
Ara - 5,32000,1.535833225,0.08286134365969605,0.05859181800000001,2
Ara - 5,34000,1.6532306415,0.0036483874411034575,0.00257979950000009,2
Ara - 5,36000,1.638853182,0.1157148611454395,0.081822763,2
Ara - 5,38000,1.5094534545,0.1388872983726782,0.09820815050000009,2
Ara - 5,40000,1.734927442,0.11119794222317925,0.07862881899999996,2
Ara - 5,42000,1.6757590274999998,0.028530018431088763,0.02017376950000005,2
Ara - 5,44000,1.5134433084999999,0.15114982962071666,0.10687906950000002,2
Ara - 5,46000,1.6492278895,0.14995760516122933,0.10603603950000007,2
Ara - 5,48000,1.636441046,0.2523567369847122,0.17844316000000002,2
Ara - 5,50000,1.6558767775,0.08339292037484121,0.05896769950000002,2
Ara - 6,0,0.9880658485,0.04822778248253452,0.02411389124126726,4
Ara - 6,500,1.0856697025,0.11985868860963539,0.08475289149999998,2
Ara - 6,1000,1.1721910975,0.024695341587161464,0.017462243500000026,2
Ara - 6,1500,1.3142526705000002,0.09461909046852852,0.06690580049999995,2
Ara - 6,2000,1.237207417,0.04185733299054817,0.029597604,2
Ara - 6,2500,1.1923608374999999,0.0011426484959515064,0.0008079744999999194,2
Ara - 6,3000,1.2197046125,0.1325952699006357,0.0937590145,2
Ara - 6,3500,1.3870032875,0.06877080349646789,0.04862830149999997,2
Ara - 6,4000,1.3388717675000001,0.10933765105500157,0.07731339450000008,2
Ara - 6,4500,1.1729631755,0.060672911986516045,0.042902227500000056,2
Ara - 6,5000,1.2066365575,0.05123121212218013,0.03622593750000003,2
Ara - 6,6000,1.340229624,0.11174571804757454,0.07901615499999992,2
Ara - 6,7000,1.2321470265,0.04273840854600328,0.030220618500000015,2
Ara - 6,8000,1.321345849,0.19741495445109125,0.139593453,2
Ara - 6,9000,1.4062381465,0.291599242131441,0.20619180149999994,2
Ara - 6,10000,1.4143457275,0.03282065752651501,0.023207709500000062,2
Ara - 6,11000,1.290780334,0.08280571556922015,0.05855248300000004,2
Ara - 6,12000,1.2975396015,0.08750424001898562,0.06187484149999999,2
Ara - 6,13000,1.4804974425,0.2740083105621984,0.19375313449999995,2
Ara - 6,14000,1.4664404389999999,0.18151344381767298,0.12834938699999998,2
Ara - 6,15000,1.3562296825,0.19409259556201658,0.13724419049999992,2
Ara - 6,16000,1.414451883,0.12040593622526523,0.08513985400000001,2
Ara - 6,17000,1.41185061,0.006202957059243443,0.004386153000000003,2
Ara - 6,18000,1.4731891510000001,0.2892313105197679,0.2045174209999999,2
Ara - 6,19000,1.373519118,0.11721553406816186,0.08288389900000002,2
Ara - 6,20000,1.236388638,0.1991967546452369,0.14085337599999992,2
Ara - 6,22000,1.4118675395,0.28958478542150856,0.20476736549999996,2
Ara - 6,24000,1.469220618,0.10586848689865759,0.07486032499999994,2
Ara - 6,26000,1.442051818,0.1537862624051282,0.10874330899999995,2
Ara - 6,28000,1.4810348135,0.3664257469928637,0.2591021305000001,2
Ara - 6,30000,1.4318884355,0.08671632931748587,0.06131770450000007,2
Ara - 6,32000,1.6843668525,0.4054043634243876,0.28666417450000004,2
Ara - 6,34000,1.448261883,0.09542558322913129,0.06747607700000001,2
Ara - 6,36000,1.6071987845,0.23532649795943683,0.1664009625,2
Ara - 6,38000,1.6126255435,0.06438637941443937,0.0455280455,2
Ara - 6,40000,1.723824879,0.35601174065616403,0.2517383160000001,2
Ara - 6,42000,1.5751365924999998,0.23625727534343474,0.16705912150000002,2
Ara - 6,44000,1.651793392,0.14982902839967208,0.10594512199999993,2
Ara - 6,46000,1.60922186,0.2238347661359003,0.1582750810000001,2
Ara - 6,48000,1.5884206980000002,0.3545840015552803,0.250728752,2
Ara - 6,50000,1.4731980610000002,0.13468827556735632,0.09523899300000004,2
