species,family,order,mass_g,wing_length_mm,beak_length_culmen_mm,beak_length_nares_mm,beak_width_mm,beak_depth_mm,tarsus_length_mm,tail_length_mm,kipps_distance_mm,hand_wing_index,habitat,habitat_density,migration,trophic_level,trophic_niche,primary_lifestyle,range_size_km2,centroid_latitude,centroid_longitude
Rubigula gularis,Pycnonotidae,Passeriformes,29.3,73.8,14.1,7.3,3.6,3.8,14.4,78.0,8.8,11.9,Forest,2,1,Herbivore,Frugivore,Insessorial,82001.29,12.26,75.68
Rubigula melanictera,Pycnonotidae,Passeriformes,29.3,72.0,15.0,7.8,3.6,4.2,15.2,70.6,8.4,11.7,Forest,2,1,Herbivore,Frugivore,Insessorial,62208.81,7.59,80.71
Rubigula montis,Pycnonotidae,Passeriformes,29.3,79.0,14.2,7.6,3.3,4.0,15.0,74.5,11.4,14.4,Forest,2,1,Herbivore,Frugivore,Insessorial,228290.83,2.34,115.16
Setornis criniger,Pycnonotidae,Passeriformes,29.5,95.6,23.9,16.3,5.3,6.5,19.9,79.6,17.0,17.9,Forest,1,1,Herbivore,Frugivore,Insessorial,775317.21,0.3,111.89
Spizixos canifrons,Pycnonotidae,Passeriformes,44.0,95.0,13.6,8.2,5.4,7.1,19.0,94.0,16.9,17.8,Shrubland,2,1,Herbivore,Omnivore,Insessorial,1162572.35,23.9,99.22
Spizixos semitorques,Pycnonotidae,Passeriformes,39.0,89.8,14.2,8.1,6.7,7.7,19.1,91.9,13.6,14.8,Shrubland,2,1,Omnivore,Omnivore,Insessorial,2328094.86,28.41,111.05
Stelgidillas gracilirostris,Pycnonotidae,Passeriformes,31.2,80.9,19.4,11.1,4.2,4.3,20.0,74.0,14.7,17.5,Forest,1,1,Herbivore,Frugivore,Insessorial,3807444.87,0.49,15.77
Thescelocichla leucopleura,Pycnonotidae,Passeriformes,62.1,113.0,22.8,12.7,4.9,5.6,24.5,106.2,16.5,14.6,Forest,1,1,Herbivore,Frugivore,Insessorial,3240183.59,1.53,12.83
Tricholestes criniger,Pycnonotidae,Passeriformes,17.1,73.2,15.7,10.2,4.0,4.0,15.4,63.4,11.1,15.3,Forest,1,1,Omnivore,Omnivore,Insessorial,1220380.84,0.92,107.73
Regulus calendula,Regulidae,Passeriformes,6.2,58.0,10.6,6.3,2.7,2.2,18.4,42.2,12.6,22.0,Forest,1,3,Carnivore,Invertivore,Insessorial,9263294.84,53.97,-108.98
Regulus goodfellowi,Regulidae,Passeriformes,4.1,52.5,9.8,5.4,2.0,2.0,17.4,35.5,11.5,21.9,Forest,2,2,Carnivore,Invertivore,Insessorial,22144.91,23.79,121.1
Regulus ignicapilla,Regulidae,Passeriformes,5.6,52.3,10.9,6.0,2.0,2.1,16.5,39.4,11.5,22.0,Forest,1,3,Carnivore,Invertivore,Insessorial,2693877.52,46.92,11.36
Regulus madeirensis,Regulidae,Passeriformes,5.6,54.8,11.8,6.6,2.8,2.4,19.5,40.1,10.9,19.9,Forest,2,1,Carnivore,Invertivore,Insessorial,753.1,32.74,-17.0
Regulus regulus,Regulidae,Passeriformes,5.5,52.9,10.6,5.7,2.2,2.1,15.0,39.3,11.6,22.0,Forest,1,3,Carnivore,Invertivore,Insessorial,13206760.36,51.77,58.18
Regulus satrapa,Regulidae,Passeriformes,6.2,57.2,9.0,5.4,2.1,2.5,16.2,42.8,13.4,23.6,Forest,1,3,Carnivore,Invertivore,Insessorial,6348089.15,49.81,-105.16
Anthoscopus caroli,Remizidae,Passeriformes,6.9,52.6,9.2,6.7,2.9,3.2,13.1,29.9,8.1,15.5,Woodland,2,1,Omnivore,Invertivore,Insessorial,4646761.76,-11.97,29.86
Anthoscopus flavifrons,Remizidae,Passeriformes,8.0,54.0,10.4,7.7,3.0,3.9,12.3,27.2,10.7,19.6,Forest,1,1,Omnivore,Invertivore,Insessorial,1195620.86,1.81,14.84
Anthoscopus minutus,Remizidae,Passeriformes,6.6,49.8,8.6,6.7,2.5,3.7,13.4,34.8,7.4,14.9,Shrubland,3,1,Omnivore,Invertivore,Insessorial,1707193.51,-25.5,21.4
Anthoscopus musculus,Remizidae,Passeriformes,5.2,49.0,8.2,6.3,2.7,3.3,11.4,27.4,6.6,13.5,Shrubland,3,1,Carnivore,Invertivore,Insessorial,1141427.54,4.22,39.95
Anthoscopus parvulus,Remizidae,Passeriformes,5.8,50.0,9.0,7.1,2.5,3.2,11.8,28.3,7.6,15.3,Shrubland,3,1,Carnivore,Invertivore,Insessorial,1993198.49,10.48,5.72
Anthoscopus punctifrons,Remizidae,Passeriformes,7.0,50.4,9.2,7.0,2.8,3.6,13.1,30.2,7.8,15.4,Desert,3,1,Carnivore,Invertivore,Insessorial,2414155.96,14.22,10.92
Anthoscopus sylviella,Remizidae,Passeriformes,6.9,52.6,9.2,6.7,2.9,3.2,13.1,29.9,8.1,15.5,Shrubland,2,1,Omnivore,Invertivore,Insessorial,183180.16,-2.27,35.31
Auriparus flaviceps,Remizidae,Passeriformes,6.8,52.1,9.8,7.0,3.2,3.9,15.0,48.9,7.6,14.4,Shrubland,2,1,Carnivore,Invertivore,Insessorial,1879707.38,28.91,-105.76
Remiz consobrinus,Remizidae,Passeriformes,9.1,55.4,10.5,7.4,3.0,3.8,13.1,43.6,14.0,25.2,Wetland,2,3,Omnivore,Invertivore,Insessorial,1388083.99,46.67,125.75
Remiz coronatus,Remizidae,Passeriformes,6.9,52.4,9.7,7.0,2.8,3.2,12.3,41.0,9.2,17.6,Riverine,2,3,Omnivore,Invertivore,Insessorial,2685732.89,46.84,88.18
Remiz pendulinus,Remizidae,Passeriformes,9.3,56.1,10.6,7.5,3.1,3.9,13.7,48.5,10.9,19.4,Wetland,2,3,Omnivore,Invertivore,Insessorial,5985828.65,49.83,44.64
Rhagologus leucostigma,Rhagologidae,Passeriformes,26.8,87.8,17.2,9.6,4.2,5.5,20.0,64.5,19.5,22.2,Forest,1,1,Herbivore,Frugivore,Insessorial,150755.69,-5.04,141.21
Acropternis orthonyx,Rhinocryptidae,Passeriformes,89.9,94.8,22.9,10.4,4.5,6.5,36.4,88.9,5.2,5.5,Forest,1,1,Carnivore,Invertivore,Insessorial,112912.0,1.6,-76.74
Eleoscytalopus indigoticus,Rhinocryptidae,Passeriformes,16.2,51.9,15.0,7.5,3.3,3.6,19.6,35.9,4.0,7.6,Forest,1,1,Carnivore,Invertivore,Terrestrial,454702.62,-22.81,-46.38
Eleoscytalopus psychopompus,Rhinocryptidae,Passeriformes,17.8,52.3,13.0,8.1,3.4,3.4,19.4,34.1,4.4,8.3,Forest,1,1,Carnivore,Invertivore,Terrestrial,5194.76,-14.13,-39.1
Eugralla paradoxa,Rhinocryptidae,Passeriformes,44.0,58.8,16.4,8.4,3.6,4.9,26.0,50.1,4.8,8.1,Forest,1,1,Carnivore,Invertivore,Generalist,124178.0,-40.01,-72.68
Liosceles thoracicus,Rhinocryptidae,Passeriformes,40.5,72.6,21.4,11.5,4.2,5.5,28.3,72.4,5.8,7.8,Forest,1,1,Carnivore,Invertivore,Terrestrial,2273901.19,-6.23,-68.72
Merulaxis ater,Rhinocryptidae,Passeriformes,35.0,66.2,21.2,11.4,4.3,5.3,26.1,83.4,3.5,5.3,Forest,1,1,Carnivore,Invertivore,Terrestrial,163731.48,-21.4,-43.75
Merulaxis stresemanni,Rhinocryptidae,Passeriformes,35.0,75.0,21.0,10.9,4.9,5.9,25.3,97.0,3.0,4.0,Forest,1,1,Carnivore,Invertivore,Terrestrial,21.75,-15.79,-40.52
Myornis senilis,Rhinocryptidae,Passeriformes,21.2,56.9,16.6,8.7,3.5,4.4,21.7,62.7,7.2,12.5,Forest,1,1,Carnivore,Invertivore,Insessorial,118973.23,0.25,-76.42
Psilorhamphus guttatus,Rhinocryptidae,Passeriformes,11.3,49.1,15.9,9.6,3.0,3.2,25.1,57.8,4.4,9.0,Forest,1,1,Carnivore,Invertivore,Insessorial,410870.11,-24.3,-48.68
Pteroptochos castaneus,Rhinocryptidae,Passeriformes,160.6,103.1,22.4,12.7,4.4,6.8,44.8,87.3,7.0,7.2,Forest,1,1,Carnivore,Invertivore,Generalist,53074.04,-36.38,-71.65
Pteroptochos megapodius,Rhinocryptidae,Passeriformes,114.0,98.0,22.4,11.8,5.0,7.2,42.2,79.1,4.0,4.0,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,111842.63,-32.73,-71.34
Pteroptochos tarnii,Rhinocryptidae,Passeriformes,147.0,103.1,22.4,11.7,4.9,6.2,45.4,89.7,6.5,6.4,Forest,1,1,Carnivore,Invertivore,Terrestrial,275064.61,-44.19,-72.72
Rhinocrypta lanceolata,Rhinocryptidae,Passeriformes,61.9,81.9,17.3,9.8,4.4,4.9,30.2,81.4,5.8,6.9,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,1006274.62,-30.74,-64.42
Scelorchilus albicollis,Rhinocryptidae,Passeriformes,47.3,75.0,20.8,12.7,4.9,5.8,35.4,78.5,3.8,5.1,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,104257.55,-29.33,-70.81
Scelorchilus rubecula,Rhinocryptidae,Passeriformes,56.7,70.3,17.7,10.2,3.7,5.1,36.2,65.8,3.8,5.4,Forest,1,1,Omnivore,Invertivore,Terrestrial,271566.99,-41.93,-72.26
Scytalopus acutirostris,Rhinocryptidae,Passeriformes,18.1,51.9,12.3,5.3,3.2,3.3,20.3,36.9,6.0,11.9,Forest,1,1,Carnivore,Invertivore,Terrestrial,32716.85,-9.26,-76.38
Scytalopus affinis,Rhinocryptidae,Passeriformes,13.1,50.2,13.7,7.2,3.0,3.0,19.0,39.4,5.8,11.7,Forest,2,1,Carnivore,Invertivore,Terrestrial,15372.72,-7.77,-78.15
Scytalopus altirostris,Rhinocryptidae,Passeriformes,19.5,53.5,13.6,6.4,3.6,3.6,21.9,38.0,6.5,12.2,Forest,1,1,Carnivore,Invertivore,Terrestrial,33237.51,-9.34,-76.39
Scytalopus alvarezlopezi,Rhinocryptidae,Passeriformes,24.7,57.1,14.9,8.7,3.5,4.2,22.1,42.9,2.7,4.8,,1,1,Carnivore,Invertivore,Generalist,12146.63,5.1,-76.34
Scytalopus argentifrons,Rhinocryptidae,Passeriformes,17.0,51.7,12.7,7.5,3.0,3.4,19.9,40.4,3.4,6.6,Forest,1,1,Carnivore,Invertivore,Generalist,15549.46,9.37,-83.06
Scytalopus atratus,Rhinocryptidae,Passeriformes,25.7,55.0,15.3,7.4,3.4,3.9,23.3,43.9,4.4,8.2,Forest,1,1,Carnivore,Invertivore,Generalist,187476.08,0.13,-75.65
Scytalopus bolivianus,Rhinocryptidae,Passeriformes,20.8,52.8,13.4,6.9,3.3,4.1,22.4,36.4,6.6,12.4,Forest,1,1,Carnivore,Invertivore,Terrestrial,64274.24,-15.52,-68.07
Scytalopus canus,Rhinocryptidae,Passeriformes,18.2,50.5,12.8,6.2,2.7,3.5,21.7,37.0,3.9,7.8,Forest,2,1,Carnivore,Invertivore,Generalist,939.82,6.79,-76.09
Scytalopus caracae,Rhinocryptidae,Passeriformes,24.0,55.6,13.9,6.4,3.1,3.5,21.1,41.2,7.2,12.9,Forest,1,1,Carnivore,Invertivore,Terrestrial,5235.88,10.33,-66.49
Scytalopus chocoensis,Rhinocryptidae,Passeriformes,20.0,50.0,14.3,7.3,3.3,4.1,20.4,40.8,8.4,16.3,Forest,1,1,Carnivore,Invertivore,Terrestrial,25911.28,3.25,-77.33
Scytalopus diamantinensis,Rhinocryptidae,Passeriformes,16.4,49.8,11.7,6.4,2.9,3.1,20.4,37.5,5.0,10.3,,1,1,Carnivore,Invertivore,Terrestrial,21167.42,-12.66,-41.59
Scytalopus femoralis,Rhinocryptidae,Passeriformes,23.2,61.4,15.5,7.8,3.5,3.9,26.1,52.1,4.9,8.2,Forest,1,1,Carnivore,Invertivore,Terrestrial,83386.49,-8.36,-76.69
Scytalopus frankeae,Rhinocryptidae,Passeriformes,17.2,52.0,13.4,5.6,2.5,3.3,20.4,37.2,4.6,8.8,,1,1,Carnivore,Invertivore,Terrestrial,,,
Scytalopus fuscus,Rhinocryptidae,Passeriformes,13.7,51.5,12.4,7.2,2.6,3.3,19.0,39.2,4.0,7.7,Forest,2,1,Carnivore,Invertivore,Terrestrial,115796.67,-33.28,-71.33
Scytalopus gettyae,Rhinocryptidae,Passeriformes,20.4,71.3,17.7,8.7,3.9,4.4,29.9,52.0,5.6,7.8,,1,1,Carnivore,Invertivore,Terrestrial,127.48,-11.54,-74.79
Scytalopus gonzagai,Rhinocryptidae,Passeriformes,13.0,50.2,10.9,6.2,2.9,3.1,19.1,43.0,5.4,10.9,Forest,1,1,Carnivore,Invertivore,Terrestrial,4360.15,-14.72,-39.77
Scytalopus griseicollis,Rhinocryptidae,Passeriformes,18.1,52.6,11.9,6.7,3.3,3.5,22.3,39.8,6.8,13.0,Forest,2,1,Carnivore,Invertivore,Terrestrial,23912.05,5.65,-73.51
Scytalopus iraiensis,Rhinocryptidae,Passeriformes,12.4,48.5,10.9,5.6,2.9,2.9,19.0,40.0,3.0,6.2,Grassland,3,1,Carnivore,Invertivore,Generalist,5149.75,-27.53,-50.31
Scytalopus krabbei,Rhinocryptidae,Passeriformes,17.5,57.5,13.1,6.2,2.8,3.3,23.5,40.2,4.7,8.2,,1,1,Carnivore,Invertivore,Generalist,,,
Scytalopus latebricola,Rhinocryptidae,Passeriformes,18.1,58.2,14.8,8.5,3.4,4.1,23.4,40.7,5.7,9.6,Forest,1,1,Carnivore,Invertivore,Terrestrial,10255.87,10.77,-73.65
Scytalopus latrans,Rhinocryptidae,Passeriformes,17.6,55.9,14.4,6.6,2.7,3.2,21.4,40.1,6.9,12.2,Forest,1,1,Carnivore,Invertivore,Terrestrial,216427.84,1.87,-76.3
Scytalopus macropus,Rhinocryptidae,Passeriformes,37.1,71.3,17.7,8.7,3.9,4.4,29.9,52.0,5.6,7.8,Forest,1,1,Carnivore,Invertivore,Terrestrial,40202.47,-8.67,-76.62
Scytalopus magellanicus,Rhinocryptidae,Passeriformes,13.7,48.1,12.8,6.6,2.8,3.2,19.3,34.4,4.3,9.0,Forest,2,1,Carnivore,Invertivore,Terrestrial,454183.19,-44.82,-71.99
Scytalopus meridanus,Rhinocryptidae,Passeriformes,20.0,52.5,12.5,6.6,2.9,3.3,21.3,36.3,3.9,7.5,Forest,1,1,Carnivore,Invertivore,Terrestrial,20695.73,8.71,-71.1
Scytalopus micropterus,Rhinocryptidae,Passeriformes,29.7,60.7,16.0,8.4,3.6,4.4,23.7,51.2,4.1,6.8,Forest,1,1,Carnivore,Invertivore,Generalist,45400.68,0.12,-76.66
Scytalopus novacapitalis,Rhinocryptidae,Passeriformes,18.9,51.5,11.0,6.9,3.3,3.8,17.7,48.3,5.5,10.6,Forest,1,1,Carnivore,Invertivore,Terrestrial,118540.07,-17.8,-47.03
Scytalopus opacus,Rhinocryptidae,Passeriformes,16.2,53.8,12.7,6.8,2.6,3.0,21.2,37.2,6.0,11.3,Forest,2,1,Carnivore,Invertivore,Generalist,71883.56,-0.4,-77.96
Scytalopus pachecoi,Rhinocryptidae,Passeriformes,15.0,46.4,11.7,5.9,2.8,3.2,18.2,39.8,3.2,7.0,Forest,1,1,Carnivore,Invertivore,Generalist,46604.22,-28.47,-53.14
Scytalopus panamensis,Rhinocryptidae,Passeriformes,23.0,54.8,14.1,7.7,3.3,4.0,20.5,44.4,5.3,9.7,Forest,1,1,Carnivore,Invertivore,Generalist,233.7,8.11,-77.27
Scytalopus parkeri,Rhinocryptidae,Passeriformes,21.3,60.2,15.3,7.2,3.1,3.6,23.3,44.9,4.4,7.2,Forest,1,1,Carnivore,Invertivore,Generalist,4245.47,-3.68,-78.92
Scytalopus parvirostris,Rhinocryptidae,Passeriformes,17.8,57.2,14.3,6.6,3.0,3.7,23.0,43.0,6.2,10.9,Forest,1,1,Carnivore,Invertivore,Terrestrial,117281.58,-12.53,-72.09
Scytalopus perijanus,Rhinocryptidae,Passeriformes,18.5,58.2,14.8,8.5,3.4,4.1,23.4,40.7,5.7,9.6,,1,1,Carnivore,Invertivore,Generalist,1087.36,10.34,-72.87
Scytalopus petrophilus,Rhinocryptidae,Passeriformes,13.5,49.8,11.7,6.4,2.9,3.1,20.4,37.5,5.0,10.3,,1,1,Carnivore,Invertivore,Generalist,46263.72,-21.39,-44.72
Scytalopus robbinsi,Rhinocryptidae,Passeriformes,19.3,50.0,14.3,7.3,3.3,4.1,20.4,40.8,8.4,16.3,Forest,1,1,Carnivore,Invertivore,Generalist,1135.63,-3.01,-79.51
Scytalopus rodriguezi,Rhinocryptidae,Passeriformes,21.6,54.8,14.3,8.5,3.4,3.9,21.3,43.3,5.0,9.2,,1,1,Carnivore,Invertivore,Generalist,1915.5,2.08,-76.05
Scytalopus sanctaemartae,Rhinocryptidae,Passeriformes,23.2,47.0,14.1,8.2,3.4,3.6,20.1,35.5,4.1,8.8,Forest,1,1,Carnivore,Invertivore,Terrestrial,4525.06,10.86,-73.71
Scytalopus schulenbergi,Rhinocryptidae,Passeriformes,16.1,53.1,12.8,6.6,2.9,3.4,22.6,33.3,4.4,8.3,Forest,1,1,Carnivore,Invertivore,Generalist,38231.31,-14.93,-69.07
Scytalopus simonsi,Rhinocryptidae,Passeriformes,16.6,52.6,13.7,6.8,3.1,3.2,20.6,37.2,4.9,9.2,Forest,2,1,Carnivore,Invertivore,Terrestrial,29912.19,-15.15,-68.42
Scytalopus speluncae,Rhinocryptidae,Passeriformes,13.0,50.2,10.9,6.2,2.9,3.1,19.1,43.0,5.4,10.9,Forest,1,1,Carnivore,Invertivore,Terrestrial,249767.52,-25.5,-48.27
Scytalopus spillmanni,Rhinocryptidae,Passeriformes,23.5,58.9,14.7,8.8,3.4,4.0,23.8,44.1,3.9,6.7,Forest,1,1,Carnivore,Invertivore,Generalist,85564.21,2.4,-76.74
Scytalopus stilesi,Rhinocryptidae,Passeriformes,22.1,58.4,14.9,8.3,3.6,4.0,22.8,45.9,4.7,8.1,,1,1,Carnivore,Invertivore,Generalist,8830.73,6.07,-75.34
Scytalopus superciliaris,Rhinocryptidae,Passeriformes,17.8,51.6,12.9,5.6,2.9,3.6,19.6,36.9,8.1,15.5,Forest,3,1,Carnivore,Invertivore,Terrestrial,53108.46,-26.09,-65.71
Scytalopus unicolor,Rhinocryptidae,Passeriformes,17.6,52.5,12.4,6.9,2.9,3.2,21.3,43.5,5.5,10.3,Forest,1,1,Carnivore,Invertivore,Terrestrial,4947.67,-7.35,-78.34
Scytalopus urubambae,Rhinocryptidae,Passeriformes,13.0,52.0,12.9,5.8,2.5,3.1,19.3,34.0,2.7,5.2,Forest,1,1,Carnivore,Invertivore,Terrestrial,2500.77,-13.2,-72.76
Scytalopus vicinior,Rhinocryptidae,Passeriformes,23.0,56.0,13.6,7.4,3.5,4.0,22.4,41.8,7.4,13.2,Forest,1,1,Carnivore,Invertivore,Terrestrial,16812.48,2.12,-77.59
Scytalopus whitneyi,Rhinocryptidae,Passeriformes,15.0,50.0,13.2,6.1,2.5,3.6,22.4,38.0,4.3,8.6,,1,1,Carnivore,Invertivore,Generalist,,,
Scytalopus zimmeri,Rhinocryptidae,Passeriformes,15.9,51.4,11.5,6.2,2.5,3.5,19.9,32.9,5.0,9.8,Rock,3,1,Omnivore,Invertivore,Generalist,53350.14,-21.89,-65.0
Teledromas fuscus,Rhinocryptidae,Passeriformes,37.9,76.4,14.1,7.6,3.7,4.9,29.9,72.1,6.9,9.0,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,521735.99,-34.24,-67.39
Rhipidura albicollis,Rhipiduridae,Passeriformes,12.9,78.4,13.6,6.5,4.0,3.1,18.9,100.3,13.8,17.6,Forest,2,1,Carnivore,Invertivore,Insessorial,4165283.42,20.09,99.7
Rhipidura albiscapa,Rhipiduridae,Passeriformes,8.6,73.0,11.8,5.4,3.2,2.6,16.9,82.6,16.1,21.8,Woodland,2,1,Carnivore,Invertivore,Insessorial,1303298.07,-32.52,143.71
Rhipidura albiventris,Rhipiduridae,Passeriformes,13.2,77.5,14.6,7.1,4.6,3.8,18.1,84.1,14.3,18.4,Forest,2,1,Carnivore,Invertivore,Insessorial,28516.59,10.79,122.85
Rhipidura albogularis,Rhipiduridae,Passeriformes,12.9,75.2,12.9,5.8,3.9,2.6,17.9,94.5,12.2,16.2,Forest,2,1,Carnivore,Invertivore,Insessorial,1422881.29,19.21,78.33
Rhipidura albolimbata,Rhipiduridae,Passeriformes,10.9,76.8,12.4,5.4,3.5,3.1,18.0,77.8,15.5,20.2,Forest,1,1,Carnivore,Invertivore,Insessorial,148493.84,-5.26,141.84
Rhipidura assimilis,Rhipiduridae,Passeriformes,12.0,81.6,15.4,9.1,5.0,3.9,14.6,82.0,17.6,21.4,Forest,2,1,Carnivore,Invertivore,Insessorial,1320.02,-5.6,132.76
Rhipidura atra,Rhipiduridae,Passeriformes,12.2,78.7,14.9,6.1,4.1,3.7,22.2,86.7,14.1,17.9,Forest,1,1,Carnivore,Invertivore,Insessorial,179053.16,-5.25,141.82
Rhipidura aureola,Rhipiduridae,Passeriformes,11.2,82.4,14.5,6.8,4.3,3.4,17.8,84.8,17.4,21.2,Forest,2,1,Carnivore,Invertivore,Insessorial,4306980.92,21.46,83.73
Rhipidura bouruensis,Rhipiduridae,Passeriformes,12.0,81.6,15.4,9.1,5.0,3.9,14.6,82.0,17.6,21.4,Forest,2,1,Carnivore,Invertivore,Insessorial,7509.46,-3.41,126.6
Rhipidura brachyrhyncha,Rhipiduridae,Passeriformes,10.1,73.0,12.4,5.8,3.9,3.1,21.3,87.4,11.2,15.3,Forest,1,1,Carnivore,Invertivore,Insessorial,131180.68,-5.28,141.82
Rhipidura cinerea,Rhipiduridae,Passeriformes,12.0,81.6,15.4,9.1,5.0,3.9,14.6,82.0,17.6,21.4,Forest,2,1,Carnivore,Invertivore,Insessorial,18371.93,-3.23,129.35
Rhipidura cockerelli,Rhipiduridae,Passeriformes,17.5,85.8,16.8,10.0,5.5,4.3,14.6,85.2,18.4,21.5,Forest,1,1,Carnivore,Invertivore,Insessorial,27207.09,-7.65,157.46
Rhipidura coultasi,Rhipiduridae,Passeriformes,17.5,85.8,16.8,10.0,5.5,4.3,14.6,85.2,18.4,21.5,Forest,1,1,Carnivore,Invertivore,Insessorial,4369.01,-9.0,161.0
Rhipidura cyaniceps,Rhipiduridae,Passeriformes,13.6,77.5,14.6,7.1,4.6,3.8,18.1,84.1,14.3,18.4,Forest,2,1,Carnivore,Invertivore,Insessorial,83397.44,15.77,121.55
Rhipidura dahli,Rhipiduridae,Passeriformes,9.9,65.8,13.4,6.3,4.4,3.3,17.7,66.8,10.5,16.0,Forest,1,1,Carnivore,Invertivore,Insessorial,12455.26,-5.12,151.31
Rhipidura dedemi,Rhipiduridae,Passeriformes,11.0,71.1,13.5,6.3,4.1,3.9,17.8,74.6,12.0,16.9,Forest,1,1,Carnivore,Invertivore,Insessorial,3183.3,-3.15,129.2
Rhipidura diluta,Rhipiduridae,Passeriformes,15.0,77.2,16.8,8.7,4.7,3.9,18.9,84.4,14.8,19.1,Forest,1,1,Carnivore,Invertivore,Insessorial,30545.41,-8.6,119.71
Rhipidura drownei,Rhipiduridae,Passeriformes,11.1,73.8,14.2,6.2,4.5,3.8,20.4,72.7,12.3,16.7,Forest,1,1,Carnivore,Invertivore,Insessorial,1905.47,-6.06,155.21
Rhipidura dryas,Rhipiduridae,Passeriformes,9.2,69.6,13.9,6.4,4.2,3.2,20.6,88.7,12.6,17.9,Shrubland,2,1,Carnivore,Invertivore,Insessorial,390802.69,-13.15,131.45
Rhipidura euryura,Rhipiduridae,Passeriformes,15.0,85.7,16.4,8.9,5.0,4.2,16.4,91.3,15.8,18.4,Forest,1,1,Carnivore,Invertivore,Insessorial,8512.96,-7.42,109.91
Rhipidura fuliginosa,Rhipiduridae,Passeriformes,7.5,74.7,11.8,5.4,2.8,2.2,19.4,93.9,14.9,20.0,Woodland,2,1,Carnivore,Invertivore,Insessorial,267492.07,-41.79,171.5
Rhipidura fuscorufa,Rhipiduridae,Passeriformes,15.0,85.4,19.5,10.7,6.8,4.7,18.5,83.6,19.5,22.9,Forest,1,1,Carnivore,Invertivore,Insessorial,4783.92,-7.62,131.11
Rhipidura habibiei,Rhipiduridae,Passeriformes,10.0,65.0,24.9,4.4,3.3,3.3,19.7,80.0,9.3,14.3,,1,,Carnivore,Invertivore,Insessorial,,,
Rhipidura hoedti,Rhipiduridae,Passeriformes,12.0,81.6,15.4,9.1,5.0,3.9,14.6,82.0,17.6,21.4,Forest,2,1,Carnivore,Invertivore,Insessorial,1092.57,-7.9,128.09
Rhipidura hyperythra,Rhipiduridae,Passeriformes,11.2,78.5,13.7,6.5,4.0,3.4,15.9,78.9,14.7,18.7,Forest,1,1,Carnivore,Invertivore,Insessorial,465792.13,-5.2,141.11
Rhipidura isura,Rhipiduridae,Passeriformes,12.0,81.6,15.4,9.1,5.0,3.9,14.6,82.0,17.6,21.4,Forest,2,1,Carnivore,Invertivore,Insessorial,1663464.29,-10.48,137.95
Rhipidura javanica,Rhipiduridae,Passeriformes,12.5,68.0,14.0,9.7,4.5,3.7,16.1,67.3,10.0,14.7,Woodland,2,1,Carnivore,Invertivore,Insessorial,1594085.24,4.3,107.57
Rhipidura kordensis,Rhipiduridae,Passeriformes,12.0,81.6,15.4,9.1,5.0,3.9,14.6,82.0,17.6,21.4,Forest,2,1,Carnivore,Invertivore,Insessorial,2592.79,-0.94,135.9
Rhipidura kubaryi,Rhipiduridae,Passeriformes,15.0,74.7,15.0,6.4,4.4,3.6,21.6,86.2,14.8,19.8,Forest,2,1,Carnivore,Invertivore,Insessorial,351.18,6.88,158.23
Rhipidura layardi,Rhipiduridae,Passeriformes,12.9,79.6,14.9,5.5,4.8,3.9,22.3,79.8,17.6,22.1,,1,1,Carnivore,Invertivore,Insessorial,15924.29,-17.42,178.4
Rhipidura lepida,Rhipiduridae,Passeriformes,15.0,80.0,15.2,7.8,4.7,3.6,24.2,85.7,13.6,17.1,Forest,1,1,Carnivore,Invertivore,Insessorial,442.78,7.46,134.54
Rhipidura leucophrys,Rhipiduridae,Passeriformes,27.4,99.0,18.1,8.4,5.1,4.1,26.1,101.5,19.5,19.4,Woodland,3,1,Carnivore,Invertivore,Insessorial,8395527.09,-23.26,135.13
Rhipidura leucothorax,Rhipiduridae,Passeriformes,17.6,81.5,18.2,8.6,5.3,4.1,20.7,89.2,10.6,13.0,Shrubland,2,1,Carnivore,Invertivore,Insessorial,565343.93,-4.98,140.99
Rhipidura maculipectus,Rhipiduridae,Passeriformes,18.0,80.7,17.9,8.9,5.3,4.0,23.2,93.3,11.6,14.4,Shrubland,1,1,Carnivore,Invertivore,Insessorial,137530.75,-5.38,137.41
Rhipidura malaitae,Rhipiduridae,Passeriformes,12.0,73.7,14.4,6.3,4.5,3.8,18.2,68.9,13.9,18.9,Forest,1,1,Carnivore,Invertivore,Insessorial,20.39,-9.17,161.09
Rhipidura matthiae,Rhipiduridae,Passeriformes,15.0,69.9,14.7,7.0,4.4,3.6,20.4,72.8,12.9,18.5,Forest,1,1,Carnivore,Invertivore,Insessorial,355.49,-1.44,149.62
Rhipidura melanolaema,Rhipiduridae,Passeriformes,10.1,72.1,12.9,6.0,3.8,3.1,19.0,83.1,15.3,20.7,Shrubland,2,1,Carnivore,Invertivore,Insessorial,257.25,-11.54,166.78
Rhipidura nebulosa,Rhipiduridae,Passeriformes,5.8,71.7,12.7,5.5,3.8,3.1,17.9,76.8,14.5,20.3,Forest,1,1,Carnivore,Invertivore,Insessorial,1955.36,-13.79,-172.05
